CMDLINE D:\Users\chen_\Anaconda3\python.exe mip_scenario_noFinance3.py
MEM 15604.332031 1599793691.6294
MEM 15604.332031 1599793691.7301
MEM 15604.332031 1599793691.8309
MEM 15604.332031 1599793691.9316
MEM 15604.332031 1599793692.0323
MEM 15604.332031 1599793692.1331
MEM 15604.332031 1599793692.2338
MEM 15604.332031 1599793692.3345
MEM 15604.332031 1599793692.4352
MEM 15604.359375 1599793692.5360
MEM 15437.132812 1599793692.6367
MEM 14233.144531 1599793692.7374
MEM 13115.863281 1599793692.8382
MEM 11907.136719 1599793692.9389
MEM 11353.136719 1599793693.0396
MEM 10553.136719 1599793693.1404
MEM 9990.472656 1599793693.2411
MEM 8951.335938 1599793693.3418
MEM 7827.335938 1599793693.4425
MEM 7206.656250 1599793693.5433
MEM 7206.671875 1599793693.6440
MEM 7206.714844 1599793693.7448
MEM 7206.714844 1599793693.8455
MEM 7206.714844 1599793693.9462
MEM 7206.714844 1599793694.0469
MEM 7206.714844 1599793694.1477
MEM 7206.714844 1599793694.2484
MEM 7206.714844 1599793694.3491
MEM 7206.714844 1599793694.4498
MEM 7206.714844 1599793694.5506
MEM 7206.714844 1599793694.6513
MEM 7206.714844 1599793694.7520
MEM 7206.714844 1599793694.8528
MEM 7206.714844 1599793694.9535
MEM 7206.718750 1599793695.0542
MEM 7206.722656 1599793695.1550
MEM 7206.726562 1599793695.2557
MEM 7206.726562 1599793695.3564
MEM 7208.023438 1599793695.4572
MEM 7208.023438 1599793695.5579
MEM 7238.062500 1599793695.6586
MEM 7238.179688 1599793695.7593
MEM 7238.410156 1599793695.8601
MEM 7238.410156 1599793695.9608
MEM 7238.410156 1599793696.0615
MEM 7239.058594 1599793696.1623
MEM 7239.441406 1599793696.2630
MEM 7240.019531 1599793696.3637
MEM 7240.886719 1599793696.4645
MEM 7241.683594 1599793696.5652
MEM 7242.312500 1599793696.6659
MEM 7243.015625 1599793696.7666
MEM 7243.613281 1599793696.8674
MEM 7244.472656 1599793696.9681
MEM 7245.535156 1599793697.0688
MEM 7246.097656 1599793697.1696
MEM 7247.027344 1599793697.2703
MEM 7247.242188 1599793697.3710
MEM 7279.750000 1599793697.4718
MEM 7282.847656 1599793697.5725
MEM 7282.847656 1599793697.6732
MEM 7282.847656 1599793697.7740
MEM 7282.847656 1599793697.8747
MEM 7282.847656 1599793697.9754
MEM 7282.847656 1599793698.0761
MEM 7282.847656 1599793698.1769
MEM 7282.847656 1599793698.2776
MEM 7282.847656 1599793698.3783
MEM 7282.847656 1599793698.4791
MEM 7282.847656 1599793698.5798
MEM 7282.847656 1599793698.6805
MEM 7282.847656 1599793698.7813
MEM 7282.847656 1599793698.8820
MEM 7282.847656 1599793698.9827
MEM 7282.847656 1599793699.0834
MEM 7282.847656 1599793699.1842
MEM 7282.851562 1599793699.2849
MEM 7282.855469 1599793699.3856
MEM 7282.855469 1599793699.4864
MEM 7282.855469 1599793699.5871
MEM 7282.855469 1599793699.6878
MEM 7282.855469 1599793699.7886
MEM 7282.855469 1599793699.8893
MEM 7282.855469 1599793699.9910
MEM 7282.855469 1599793700.0918
MEM 7282.855469 1599793700.1925
MEM 7282.855469 1599793700.2932
MEM 7282.859375 1599793700.3939
MEM 7282.859375 1599793700.4947
MEM 7282.859375 1599793700.5954
MEM 7282.859375 1599793700.6961
MEM 7282.859375 1599793700.7969
MEM 7282.859375 1599793700.8976
MEM 7282.859375 1599793700.9983
MEM 7282.859375 1599793701.0991
MEM 7282.859375 1599793701.1998
MEM 7283.050781 1599793701.3005
MEM 7285.226562 1599793701.4012
MEM 7285.742188 1599793701.5020
MEM 7286.085938 1599793701.6027
MEM 7286.375000 1599793701.7034
MEM 7286.542969 1599793701.8042
MEM 7286.738281 1599793701.9049
MEM 7286.937500 1599793702.0056
MEM 7287.164062 1599793702.1064
MEM 7287.707031 1599793702.2071
MEM 7288.199219 1599793702.3078
MEM 7290.101562 1599793702.4086
MEM 7290.382812 1599793702.5088
MEM 7290.679688 1599793702.6096
MEM 7291.390625 1599793702.7103
MEM 7291.839844 1599793702.8112
MEM 7292.117188 1599793702.9119
MEM 7292.621094 1599793703.0127
MEM 7293.082031 1599793703.1134
MEM 7293.335938 1599793703.2141
MEM 7293.664062 1599793703.3149
MEM 7299.457031 1599793703.4156
MEM 7299.691406 1599793703.5163
MEM 7299.781250 1599793703.6170
MEM 7300.183594 1599793703.7178
MEM 7300.968750 1599793703.8185
MEM 7301.738281 1599793703.9192
MEM 7302.417969 1599793704.0200
MEM 7302.839844 1599793704.1207
MEM 7303.367188 1599793704.2214
MEM 7304.445312 1599793704.3222
MEM 7304.894531 1599793704.4229
MEM 7305.574219 1599793704.5236
MEM 7306.113281 1599793704.6244
MEM 7306.339844 1599793704.7246
MEM 7306.890625 1599793704.8249
MEM 7307.152344 1599793704.9254
MEM 7307.410156 1599793705.0261
MEM 7307.691406 1599793705.1262
MEM 7307.972656 1599793705.2268
MEM 7308.382812 1599793705.3274
MEM 7308.628906 1599793705.4275
MEM 7308.921875 1599793705.5277
MEM 7309.144531 1599793705.6280
MEM 7309.468750 1599793705.7288
MEM 7309.835938 1599793705.8295
MEM 7310.316406 1599793705.9297
MEM 7310.890625 1599793706.0304
MEM 7311.089844 1599793706.1305
MEM 7311.578125 1599793706.2306
MEM 7311.808594 1599793706.3311
MEM 7312.027344 1599793706.4316
MEM 7312.781250 1599793706.5319
MEM 7312.964844 1599793706.6327
MEM 7313.437500 1599793706.7334
MEM 7313.613281 1599793706.8339
MEM 7314.113281 1599793706.9346
MEM 7314.828125 1599793707.0354
MEM 7315.226562 1599793707.1357
MEM 7315.792969 1599793707.2361
MEM 7320.105469 1599793707.3369
MEM 7320.742188 1599793707.4376
MEM 7321.640625 1599793707.5383
MEM 7322.730469 1599793707.6386
MEM 7323.265625 1599793707.7394
MEM 7324.156250 1599793707.8396
MEM 7324.980469 1599793707.9399
MEM 7325.359375 1599793708.0406
MEM 7331.910156 1599793708.1414
MEM 7332.429688 1599793708.2419
MEM 7333.390625 1599793708.3426
MEM 7334.929688 1599793708.4436
MEM 7336.714844 1599793708.5441
MEM 7338.128906 1599793708.6448
MEM 7338.851562 1599793708.7456
MEM 7339.628906 1599793708.8464
MEM 7340.335938 1599793708.9466
MEM 7342.808594 1599793709.0474
MEM 7344.402344 1599793709.1477
MEM 7345.093750 1599793709.2485
MEM 7345.472656 1599793709.3488
MEM 7346.113281 1599793709.4495
MEM 7347.238281 1599793709.5499
MEM 7348.042969 1599793709.6506
MEM 7348.523438 1599793709.7506
MEM 7349.402344 1599793709.8514
MEM 7350.390625 1599793709.9517
MEM 7350.882812 1599793710.0524
MEM 7351.558594 1599793710.1528
MEM 7353.078125 1599793710.2535
MEM 7353.855469 1599793710.3538
MEM 7354.578125 1599793710.4545
MEM 7355.648438 1599793710.5548
MEM 7356.429688 1599793710.6556
MEM 7357.082031 1599793710.7559
MEM 7357.746094 1599793710.8566
MEM 7358.531250 1599793710.9574
MEM 7359.328125 1599793711.0578
MEM 7359.964844 1599793711.1585
MEM 7360.609375 1599793711.2587
MEM 7361.378906 1599793711.3595
MEM 7361.859375 1599793711.4603
MEM 7364.886719 1599793711.5611
MEM 7365.230469 1599793711.6618
MEM 7365.574219 1599793711.7620
MEM 7366.179688 1599793711.8629
MEM 7366.554688 1599793711.9632
MEM 7367.039062 1599793712.0634
MEM 7367.882812 1599793712.1641
MEM 7368.480469 1599793712.2649
MEM 7370.035156 1599793712.3656
MEM 7389.917969 1599793712.4663
MEM 7512.132812 1599793712.5671
MEM 7512.730469 1599793712.6678
MEM 7514.277344 1599793712.7685
MEM 7518.792969 1599793712.8693
MEM 7521.628906 1599793712.9700
MEM 7527.605469 1599793713.0707
MEM 7563.238281 1599793713.1714
MEM 7564.558594 1599793713.2724
MEM 7564.558594 1599793713.3731
MEM 7564.558594 1599793713.4740
MEM 7564.558594 1599793713.5745
MEM 7564.558594 1599793713.6750
MEM 7564.582031 1599793713.7750
MEM 7564.582031 1599793713.8754
MEM 7564.582031 1599793713.9761
MEM 7564.582031 1599793714.0770
MEM 7564.582031 1599793714.1780
MEM 7564.582031 1599793714.2780
MEM 7564.582031 1599793714.3780
MEM 7564.582031 1599793714.4786
MEM 7564.582031 1599793714.5793
MEM 7564.582031 1599793714.6801
MEM 7564.582031 1599793714.7808
MEM 7564.582031 1599793714.8815
MEM 7564.582031 1599793714.9823
MEM 7564.593750 1599793715.0831
MEM 7564.597656 1599793715.1839
MEM 7564.597656 1599793715.2839
MEM 7564.597656 1599793715.3842
MEM 7564.597656 1599793715.4852
MEM 7564.597656 1599793715.5853
MEM 7564.597656 1599793715.6862
MEM 7564.597656 1599793715.7870
MEM 7564.597656 1599793715.8880
MEM 7564.597656 1599793715.9880
MEM 7564.617188 1599793716.0889
MEM 7564.617188 1599793716.1890
MEM 7564.617188 1599793716.2892
MEM 7564.617188 1599793716.3900
MEM 7564.617188 1599793716.4901
MEM 7564.617188 1599793716.5901
MEM 7564.617188 1599793716.6912
MEM 7564.617188 1599793716.7913
MEM 7564.617188 1599793716.8913
MEM 7564.617188 1599793716.9920
MEM 7564.617188 1599793717.0930
MEM 7564.621094 1599793717.1931
MEM 7564.621094 1599793717.2938
MEM 7564.621094 1599793717.3946
MEM 7564.621094 1599793717.4953
MEM 7564.621094 1599793717.5960
MEM 7564.621094 1599793717.6967
MEM 7564.625000 1599793717.7975
MEM 7564.625000 1599793717.8982
MEM 7564.636719 1599793717.9989
MEM 7564.636719 1599793718.0997
MEM 7564.636719 1599793718.2004
MEM 7564.636719 1599793718.3006
MEM 7564.648438 1599793718.4015
MEM 7564.648438 1599793718.5024
MEM 7564.648438 1599793718.6033
MEM 7564.648438 1599793718.7042
MEM 7564.648438 1599793718.8051
MEM 7564.660156 1599793718.9060
MEM 7564.664062 1599793719.0070
MEM 7564.687500 1599793719.1080
MEM 7564.687500 1599793719.2081
MEM 7564.687500 1599793719.3081
MEM 7564.781250 1599793719.4090
MEM 7564.839844 1599793719.5092
MEM 7564.839844 1599793719.6094
MEM 7564.839844 1599793719.7099
MEM 7564.839844 1599793719.8104
MEM 7564.839844 1599793719.9114
MEM 7564.843750 1599793720.0124
MEM 7564.843750 1599793720.1133
MEM 7564.843750 1599793720.2143
MEM 7564.843750 1599793720.3153
MEM 7564.843750 1599793720.4162
MEM 7564.843750 1599793720.5164
MEM 7564.843750 1599793720.6173
MEM 7564.843750 1599793720.7173
MEM 7564.843750 1599793720.8183
MEM 7564.843750 1599793720.9193
MEM 7564.843750 1599793721.0198
MEM 7564.851562 1599793721.1202
MEM 7564.863281 1599793721.2212
MEM 7564.863281 1599793721.3221
MEM 7564.863281 1599793721.4231
MEM 7564.863281 1599793721.5232
MEM 7564.863281 1599793721.6233
MEM 7564.863281 1599793721.7233
MEM 7564.863281 1599793721.8233
MEM 7564.863281 1599793721.9242
MEM 7564.863281 1599793722.0244
MEM 7564.863281 1599793722.1254
MEM 7564.863281 1599793722.2259
MEM 7564.863281 1599793722.3265
MEM 7564.863281 1599793722.4272
MEM 7564.863281 1599793722.5280
MEM 7564.875000 1599793722.6283
MEM 7564.875000 1599793722.7292
MEM 7564.875000 1599793722.8295
MEM 7564.875000 1599793722.9300
MEM 7564.875000 1599793723.0307
MEM 7564.875000 1599793723.1315
MEM 7564.875000 1599793723.2323
MEM 7564.875000 1599793723.3326
MEM 7564.875000 1599793723.4334
MEM 7564.878906 1599793723.5337
MEM 7564.878906 1599793723.6344
MEM 7564.878906 1599793723.7352
MEM 7564.878906 1599793723.8358
MEM 7564.878906 1599793723.9365
MEM 7564.878906 1599793724.0374
MEM 7564.878906 1599793724.1377
MEM 7564.878906 1599793724.2384
MEM 7564.878906 1599793724.3389
MEM 7564.882812 1599793724.4396
MEM 7564.882812 1599793724.5401
MEM 7564.882812 1599793724.6408
MEM 7564.882812 1599793724.7416
MEM 7564.882812 1599793724.8423
