run,Final Value,Q1_0,Q2_0,Q3_0
91,46719.08024416858,0.0,18.69331580380691,14.914861509155031
92,46719.08024416852,0.0,18.69331580380691,14.914861509155031
93,46719.08024416847,0.0,18.69331580380691,14.914861509155031
94,46719.08024416852,0.0,18.69331580380691,14.914861509155031
95,46719.08024416846,0.0,18.69331580380691,14.914861509155031
96,46719.08024416852,0.0,18.69331580380691,14.914861509155031
97,46719.08024416857,0.0,18.69331580380691,14.914861509155031
98,46719.08024416851,0.0,18.69331580380691,14.914861509155031
99,46754.46944840147,0.0,18.69331580380691,14.914861509155031
100,46754.46944840151,0.0,18.69331580380691,14.914861509155031
101,46754.46944840145,0.0,18.69331580380691,14.914861509155031
102,46754.46944840141,1.2992781453898974e-14,18.69331580380691,14.914861509155031
103,46754.46944840145,1.2992781453898974e-14,18.69331580380691,14.914861509155031
104,46754.46944840139,0.0,18.69331580380691,14.914861509155031
105,46754.46944840147,0.0,18.69331580380691,14.914861509155031
106,46754.46944840151,0.0,18.69331580380691,14.914861509155031
107,46754.46944840145,0.0,18.69331580380691,14.914861509155031
108,46766.96224758064,0.0,18.69331580380691,14.914861509155031
109,46766.47872805028,0.0,18.69331580380691,14.914861509155031
110,46766.47872805022,0.0,18.69331580380691,14.914861509155031
111,46766.962247580595,0.0,18.69331580380691,14.914861509155031
112,46766.47872805022,0.0,18.69331580380691,14.914861509155031
113,46766.47872805016,0.0,18.69331580380691,14.914861509155031
114,46766.96224758064,1.2992781453898974e-14,18.69331580380691,14.914861509155031
115,46766.96224758068,0.0,18.69331580380691,14.914861509155031
116,46766.962247580625,0.0,18.69331580380691,14.914861509155031
117,46766.96224758064,0.0,18.69331580380691,14.914861509155031
118,46766.47872805028,0.0,18.69331580380691,14.914861509155031
119,46766.47872805022,0.0,18.69331580380691,14.914861509155031
120,46766.47872805018,0.0,18.69331580380691,14.914861509155031
121,46766.47872805022,0.0,18.69331580380691,14.914861509155031
122,46766.47872805016,0.0,18.69331580380691,14.914861509155031
123,46766.96224758064,1.2992781453898974e-14,18.69331580380691,14.914861509155031
124,46766.96224758068,0.0,18.69331580380691,14.914861509155031
125,46766.962247580625,0.0,18.69331580380691,14.914861509155031
126,46766.96224758064,0.0,18.69331580380691,14.914861509155031
127,46766.47872805028,0.0,18.69331580380691,14.914861509155031
128,46766.47872805022,0.0,18.69331580380691,14.914861509155031
129,46766.962247580595,0.0,18.69331580380691,14.914861509155031
130,46766.47872805022,0.0,18.69331580380691,14.914861509155031
131,46766.47872805016,0.0,18.69331580380691,14.914861509155031
132,46766.47872805023,0.0,18.69331580380691,14.914861509155031
133,46766.96224758069,0.0,18.69331580380691,14.914861509155031
134,46766.962247580625,0.0,18.69331580380691,14.914861509155031
135,47546.53885683404,0.0,18.69331580380691,14.914861509155031
136,47546.53885683409,0.0,18.69331580380691,14.914861509155031
137,47546.53885683402,0.0,18.69331580380691,14.914861509155031
138,47546.538856833984,0.0,18.69331580380691,14.914861509155031
139,47546.53885683403,0.0,18.69331580380691,14.914861509155031
140,47546.53885683396,0.0,18.69331580380691,14.914861509155031
141,47546.53885683404,0.0,18.69331580380691,14.914861509155031
142,47546.538856834086,0.0,18.69331580380691,14.914861509155031
143,47546.53885683403,0.0,18.69331580380691,14.914861509155031
144,47581.92806106697,0.0,18.69331580380691,32.5220975376574
145,47581.92806106702,0.0,18.69331580380691,32.52209753765672
146,47581.92806106696,1.2992781453898974e-14,18.69331580380691,32.52209753765695
147,47581.92806106691,0.0,18.69331580380691,32.5220975376574
148,47581.92806106695,0.0,18.69331580380691,32.52209753765672
149,47581.928061066894,1.2992781453898974e-14,18.69331580380691,32.52209753765695
150,47581.92806106697,0.0,18.69331580380691,32.5220975376574
151,47581.92806106702,0.0,18.69331580380691,32.52209753765672
152,47581.92806106696,1.2992781453898974e-14,18.69331580380691,32.52209753765695
153,47594.42086024616,1.2992781453898974e-14,18.69331580380691,14.914861509155031
154,47594.4208602462,0.0,18.69331580380691,14.914861509155031
155,47593.937340715725,0.0,18.69331580380691,32.42209753765618
156,47593.93734071569,0.0,18.69331580380691,14.914861509155031
157,47594.42086024614,0.0,18.69331580380691,14.914861509155031
158,47593.93734071566,1.2992781453898974e-14,18.69331580380691,32.42209753765618
159,47593.93734071574,0.0,18.69331580380691,14.914861509155031
160,47594.4208602462,0.0,18.69331580380691,14.914861509155031
161,47594.42086024614,0.0,18.69331580380691,14.914861509155031
162,47594.42086024616,1.2992781453898974e-14,18.69331580380691,14.914861509155031
163,47594.4208602462,0.0,18.69331580380691,14.914861509155031
164,47593.937340715725,0.0,18.69331580380691,32.42209753765618
165,47593.93734071569,0.0,18.69331580380691,14.914861509155031
166,47594.42086024614,0.0,18.69331580380691,14.914861509155031
167,47594.42086024608,0.0,18.69331580380691,14.914861509155031
168,47594.42086024616,0.0,18.69331580380691,14.914861509155031
169,47594.4208602462,0.0,18.69331580380691,14.914861509155031
170,47594.42086024614,0.0,18.69331580380691,14.914861509155031
171,47594.42086024615,1.2992781453898974e-14,18.69331580380691,14.914861509155031
172,47594.4208602462,0.0,18.69331580380691,14.914861509155031
173,47593.937340715725,0.0,18.69331580380691,32.42209753765618
174,47594.4208602461,0.0,18.69331580380691,14.914861509155031
175,47594.420860246144,0.0,18.69331580380691,14.914861509155031
176,47594.42086024607,0.0,18.69331580380691,14.914861509155031
177,47594.42086024616,0.0,18.69331580380691,14.914861509155031
178,47594.4208602462,0.0,18.69331580380691,14.914861509155031
179,47593.937340715725,0.0,18.69331580380691,32.42209753765618
180,51067.38552710184,0.0,18.69331580380691,7.140887126195448
181,54376.11173965526,0.0,18.69331580380691,0.0
182,54390.134687188794,0.0,18.69331580380691,0.0
183,51067.38552710184,0.0,18.69331580380691,7.140887126195448
184,54376.11173965526,0.0,18.69331580380691,0.0
185,54390.134687188794,0.0,18.69331580380691,0.0
186,51067.38552710184,0.0,18.69331580380691,7.140887126195448
187,54376.06634288043,0.0,18.69331580380691,0.0
188,54390.134687188794,0.0,18.69331580380691,0.0
189,51094.62235048583,0.0,18.69331580380691,12.348494406737716
190,54376.11173965526,0.0,18.69331580380691,0.0
191,54390.134687188794,0.0,18.69331580380691,0.0
192,51094.62235048583,0.0,18.69331580380691,12.348494406737437
193,54376.11173965526,0.0,18.69331580380691,0.0
194,54390.134687188794,0.0,18.69331580380691,0.0
195,51094.62235048582,0.0,18.69331580380691,12.348494406737748
196,54376.06634288043,0.0,18.69331580380691,0.0
197,54390.134687188794,0.0,18.69331580380691,0.0
198,51103.09756521786,0.0,18.69331580380691,14.914861509155031
199,54376.11173965526,0.0,18.69331580380691,0.0
200,54390.134687188794,0.0,18.69331580380691,0.0
201,51103.09756521786,0.0,18.69331580380691,14.914861509155031
202,54376.11173965526,0.0,18.69331580380691,0.0
203,54390.134687188794,0.0,18.69331580380691,0.0
204,51103.09756521786,0.0,18.69331580380691,14.914861509155031
205,54376.06634288043,0.0,18.69331580380691,0.0
206,54390.134687188794,0.0,18.69331580380691,0.0
207,51103.09756521786,0.0,18.69331580380691,14.914861509155031
208,54376.11173965526,0.0,18.69331580380691,0.0
209,54390.134687188794,0.0,18.69331580380691,0.0
210,51103.09756521786,0.0,18.69331580380691,14.914861509155031
211,54376.11173965526,0.0,18.69331580380691,0.0
212,54390.134687188794,0.0,18.69331580380691,0.0
213,51103.09756521786,0.0,18.69331580380691,14.914861509155031
214,54376.06634288043,0.0,18.69331580380691,0.0
215,54390.134687188794,0.0,18.69331580380691,0.0
216,51103.09756521787,0.0,18.69331580380691,14.914861509155031
217,54376.11173965525,0.0,18.69331580380691,0.0
218,54390.134687188794,0.0,18.69331580380691,0.0
219,51103.09756521786,0.0,18.69331580380691,14.914861509155031
220,54376.11173965525,0.0,18.69331580380691,0.0
221,54390.134687188794,0.0,18.69331580380691,0.0
222,51103.09756521786,0.0,18.69331580380691,14.914861509155031
223,54376.06634288043,0.0,18.69331580380691,0.0
224,54390.134687188794,0.0,18.69331580380691,0.0
225,45509.67932731712,2.2069060031912953,18.69331580380691,14.914861509155031
226,45509.67932731709,2.206906003192426,18.69331580380691,14.914861509155031
227,45509.679327317026,2.206906003192372,18.69331580380691,14.914861509155031
228,45509.707654559286,2.2069060031908423,18.69331580380691,14.914861509155031
229,45509.70765455926,2.2069060031919654,18.69331580380691,14.914861509155031
230,45509.70765455919,2.2069060031919348,18.69331580380691,14.914861509155031
231,45509.70765455919,2.206906003191288,18.69331580380691,14.914861509155031
232,45509.70765455917,2.2069060031924237,18.69331580380691,14.914861509155031
233,45509.707654559104,2.206906003192384,18.69331580380691,14.914861509155031
234,45545.09685879213,2.2069060031912993,18.69331580380691,14.914861509155031
235,45545.0968587921,2.206906003192426,18.69331580380691,14.914861509155031
236,45545.096858792036,2.2069060031923877,18.69331580380691,14.914861509155031
237,45545.09685879222,2.2069060031908307,18.69331580380691,14.914861509155031
238,45545.09685879219,2.2069060031919614,18.69331580380691,14.914861509155031
239,45545.09685879213,2.2069060031919348,18.69331580380691,14.914861509155031
240,45545.09685879212,2.2069060031912917,18.69331580380691,14.914861509155031
241,45545.096858792094,2.2069060031924157,18.69331580380691,14.914861509155031
242,45545.09685879204,2.206906003192385,18.69331580380691,14.914861509155031
243,45566.08515355587,2.2069060031912953,18.69331580380691,14.914861509155031
244,45566.08515355583,2.2069060031924184,18.69331580380691,14.914861509155031
245,45566.08515355578,2.206906003192384,18.69331580380691,14.914861509155031
246,45566.08515355595,2.2069060031908294,18.69331580380691,14.914861509155031
247,45566.08515355593,2.2069060031919725,18.69331580380691,14.914861509155031
248,45566.08515355587,2.206906003191934,18.69331580380691,14.914861509155031
249,45566.08515355586,2.206906003191284,18.69331580380691,14.914861509155031
250,45566.08515355585,2.2069060031924272,18.69331580380691,14.914861509155031
251,45566.08515355579,2.2069060031923886,18.69331580380691,14.914861509155031
252,45566.08515355587,2.2069060031912953,18.69331580380691,14.914861509155031
253,45566.08515355583,2.2069060031924184,18.69331580380691,14.914861509155031
254,45566.08515355578,2.206906003192384,18.69331580380691,14.914861509155031
255,45566.08515355595,2.2069060031908294,18.69331580380691,14.914861509155031
256,45566.08515355593,2.2069060031919725,18.69331580380691,14.914861509155031
257,45566.08515355587,2.206906003191934,18.69331580380691,14.914861509155031
258,45566.08515355586,2.206906003191284,18.69331580380691,14.914861509155031
259,45566.08515355585,2.2069060031924272,18.69331580380691,14.914861509155031
260,45566.08515355579,2.2069060031923886,18.69331580380691,14.914861509155031
261,45566.08515355587,2.2069060031912953,18.69331580380691,14.914861509155031
262,45566.08515355583,2.2069060031924184,18.69331580380691,14.914861509155031
263,45566.08515355578,2.206906003192384,18.69331580380691,14.914861509155031
264,45566.08515355595,2.2069060031908294,18.69331580380691,14.914861509155031
265,45566.08515355593,2.2069060031919725,18.69331580380691,14.914861509155031
266,45566.08515355587,2.206906003191934,18.69331580380691,14.914861509155031
267,45566.08515355586,2.206906003191284,18.69331580380691,14.914861509155031
268,45566.08515355585,2.2069060031924272,18.69331580380691,14.914861509155031
269,45566.08515355579,2.2069060031923886,18.69331580380691,14.914861509155031
270,46717.98437306407,0.0,18.69331580380691,14.914861509155031
271,46717.98437306412,0.0,18.69331580380691,14.91486150915432
272,46717.98437306406,0.0,18.69331580380691,14.914861509155031
273,46717.985649974195,1.2992781453898974e-14,18.69331580380691,14.914861509155037
274,46717.98564997423,0.0,18.69331580380691,14.914861509155031
275,46717.98564997418,0.0,18.69331580380691,14.914861509155031
276,46717.98564997413,0.0,18.69331580380691,14.91486150915503
277,46717.98564997418,1.2992781453898974e-14,18.69331580380691,14.914861509155031
278,46717.98564997412,0.0,18.69331580380691,14.914861509155031
279,46753.37485420708,0.0,18.69331580380691,14.914861509155031
280,46753.37485420712,0.0,18.69331580380691,14.914861509155031
281,46753.37485420705,0.0,18.69331580380691,14.914861509155031
282,46753.37485420713,0.0,18.69331580380691,14.914861509155031
283,46753.37485420718,0.0,18.69331580380691,14.914861509155031
284,46753.37485420711,0.0,18.69331580380691,14.914861509155031
285,46753.374854207075,0.0,18.69331580380691,14.914861509155028
286,46753.37485420711,0.0,18.69331580380691,14.914861509155038
287,46753.37485420705,0.0,18.69331580380691,14.914861509155031
288,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
289,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
290,46765.86765338624,0.0,18.69331580380691,14.914861509155031
291,46765.8676533863,0.0,18.69331580380691,14.914861509155031
292,46765.86765338635,0.0,18.69331580380691,14.914861509155031
293,46765.86765338629,0.0,18.69331580380691,14.914861509155031
294,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
295,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
296,46765.86765338624,0.0,18.69331580380691,14.914861509155031
297,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
298,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
299,46765.86765338624,0.0,18.69331580380691,14.914861509155031
300,46765.8676533863,0.0,18.69331580380691,14.914861509155031
301,46765.86765338635,0.0,18.69331580380691,14.914861509155031
302,46765.86765338629,0.0,18.69331580380691,14.914861509155031
303,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
304,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
305,46765.86765338624,0.0,18.69331580380691,14.914861509155031
306,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
307,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
308,46765.86765338624,0.0,18.69331580380691,14.914861509155031
309,46765.8676533863,0.0,18.69331580380691,14.914861509155031
310,46765.86765338635,0.0,18.69331580380691,14.914861509155031
311,46765.86765338629,0.0,18.69331580380691,14.914861509155031
312,46765.867653386245,1.2992781453898974e-14,18.69331580380691,14.914861509155031
313,46765.86765338629,1.2992781453898974e-14,18.69331580380691,14.914861509155031
314,46765.86765338624,0.0,18.69331580380691,14.914861509155031
315,47801.405308506335,0.0,18.69331580380691,14.914861509155031
316,47801.40530850638,0.0,18.69331580380691,14.914861509155031
317,47801.40530850632,0.0,18.69331580380691,14.914861509155031
318,47801.406585416466,0.0,18.69331580380691,14.914861509155031
319,47801.4065854165,0.0,18.69331580380691,39.82938317142432
320,47801.40658541644,0.0,18.69331580380691,39.829383171424546
321,47801.4065854164,0.0,18.69331580380691,14.914861509155031
322,47801.40658541644,0.0,18.69331580380691,39.82938317142432
323,47801.40658541638,0.0,18.69331580380691,39.82938317142455
324,47836.795789649324,0.0,18.69331580380691,14.914861509155031
325,47836.795789649375,0.0,18.69331580380691,14.914861509155031
326,47836.795789649324,0.0,18.69331580380691,14.914861509155031
327,47836.795789649404,0.0,18.69331580380691,14.914861509155031
328,47836.79578964945,0.0,18.69331580380691,14.914861509155031
329,47836.79578964938,0.0,18.69331580380691,14.914861509155031
330,47836.795789649324,0.0,18.69331580380691,14.914861509155031
331,47836.795789649375,0.0,18.69331580380691,14.914861509155031
332,47836.795789649324,0.0,18.69331580380691,14.914861509155031
333,47849.28858882852,0.0,18.69331580380691,39.82938317142501
334,47849.28858882856,1.2992781453898974e-14,18.69331580380691,39.829383171424325
335,47849.288588828495,0.0,18.69331580380691,39.82938317142455
336,47849.288588828575,0.0,18.69331580380691,39.82938317142501
337,47849.28858882862,1.2992781453898974e-14,18.69331580380691,39.829383171424325
338,47849.28858882856,0.0,18.69331580380691,39.82938317142455
339,47849.28858882852,0.0,18.69331580380691,39.82938317142501
340,47849.28858882856,1.2992781453898974e-14,18.69331580380691,39.829383171424325
341,47849.288588828495,0.0,18.69331580380691,39.82938317142455
342,47849.28858882852,0.0,18.69331580380691,39.82938317142501
343,47849.28858882856,1.2992781453898974e-14,18.69331580380691,39.829383171424325
344,47849.288588828495,0.0,18.69331580380691,39.82938317142455
345,47849.288588828575,0.0,18.69331580380691,39.82938317142501
346,47849.28858882862,1.2992781453898974e-14,18.69331580380691,39.829383171424325
347,47849.28858882856,0.0,18.69331580380691,39.82938317142455
348,47849.28858882852,0.0,18.69331580380691,39.82938317142501
349,47849.28858882856,1.2992781453898974e-14,18.69331580380691,39.829383171424325
350,47849.288588828495,0.0,18.69331580380691,39.82938317142455
351,47849.28858882851,0.0,18.69331580380691,39.829383171425
352,47849.28858882855,0.0,18.69331580380691,39.82938317142432
353,47849.2885888285,0.0,18.69331580380691,39.82938317142455
354,47849.28858882857,0.0,18.69331580380691,39.82938317142501
355,47849.28858882861,0.0,18.69331580380691,39.82938317142432
356,47849.28858882855,0.0,18.69331580380691,39.829383171424546
357,47849.28858882851,0.0,18.69331580380691,39.829383171425
358,47849.28858882855,0.0,18.69331580380691,39.82938317142432
359,47849.2885888285,0.0,18.69331580380691,39.82938317142455
360,48628.86346720411,1.2992781453898974e-14,18.69331580380691,14.914861509155031
361,48628.863467204144,1.2992781453898974e-14,18.69331580380691,14.914861509155031
362,48628.86346720409,0.0,18.69331580380691,14.914861509155031
363,48628.86519808198,0.0,18.69331580380691,14.914861509155031
364,48628.86519808201,1.2992781453898974e-14,18.69331580380691,39.82938317142431
365,48628.86519808194,0.0,18.69331580380691,39.82938317142455
366,48628.86519808191,0.0,18.69331580380691,14.914861509155031
367,48628.86519808195,0.0,18.69331580380691,39.829383171424325
368,48628.86519808189,0.0,18.69331580380691,39.82938317142455
369,48664.25440231485,0.0,18.69331580380691,14.914861509155031
370,48664.25440231489,0.0,18.69331580380691,14.914861509155031
371,48664.25440231483,0.0,18.69331580380691,14.914861509155031
372,48664.25440231491,0.0,18.69331580380691,14.914861509155031
373,48664.25440231495,0.0,18.69331580380691,14.914861509155031
374,48664.254402314895,0.0,18.69331580380691,14.914861509155031
375,48664.25440231485,0.0,18.69331580380691,14.914861509155031
376,48664.25440231489,0.0,18.69331580380691,14.914861509155031
377,48664.25440231483,0.0,18.69331580380691,14.914861509155031
378,48676.747201494014,0.0,18.69331580380691,39.82938317142501
379,48676.74720149407,0.0,18.69331580380691,39.829383171424325
380,48676.747201494,0.0,18.69331580380691,39.82938317142455
381,48676.74720149408,0.0,18.69331580380691,39.82938317142501
382,48676.747201494116,1.2992781453898974e-14,18.69331580380691,39.82938317142431
383,48676.74720149406,0.0,18.69331580380691,39.82938317142455
384,48676.747201494014,0.0,18.69331580380691,39.82938317142501
385,48676.74720149407,0.0,18.69331580380691,39.829383171424325
386,48676.747201494,0.0,18.69331580380691,39.82938317142455
387,48676.747201494014,0.0,18.69331580380691,39.82938317142501
388,48676.74720149407,0.0,18.69331580380691,39.829383171424325
389,48676.747201494,0.0,18.69331580380691,39.82938317142455
390,48676.74720149408,0.0,18.69331580380691,39.82938317142501
391,48676.747201494116,1.2992781453898974e-14,18.69331580380691,39.82938317142431
392,48676.74720149406,0.0,18.69331580380691,39.82938317142455
393,48676.747201494014,0.0,18.69331580380691,39.82938317142501
394,48676.74720149407,0.0,18.69331580380691,39.829383171424325
395,48676.747201494,0.0,18.69331580380691,39.82938317142455
396,48676.747201494014,0.0,18.69331580380691,39.82938317142501
397,48676.74720149407,0.0,18.69331580380691,39.829383171424325
398,48676.747201494,0.0,18.69331580380691,39.82938317142455
399,48676.74720149408,0.0,18.69331580380691,39.82938317142501
400,48676.747201494116,1.2992781453898974e-14,18.69331580380691,39.82938317142431
401,48676.74720149406,0.0,18.69331580380691,39.82938317142455
402,48676.747201494014,0.0,18.69331580380691,39.82938317142501
403,48676.74720149407,0.0,18.69331580380691,39.829383171424325
404,48676.747201494,0.0,18.69331580380691,39.82938317142455
405,52086.384821742475,0.0,18.693315803806907,5.078571291707821
406,54449.31662492608,0.0,18.69331580380691,0.0
407,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
408,52086.38482174248,0.0,18.693315803806907,5.078571291708084
409,54449.31662492608,0.0,18.69331580380691,0.0
410,54463.29417568479,1.2992781453898974e-14,18.69331580380691,0.0
411,52086.384821742475,0.0,18.693315803806907,5.078571291707821
412,54449.31662492608,0.0,18.69331580380691,0.0
413,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
414,52110.39314051623,0.0,18.69331580380691,12.348494406737476
415,54449.31662492608,0.0,18.69331580380691,0.0
416,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
417,52110.393140516215,0.0,18.693315803806907,12.34849440673775
418,54449.31662492608,0.0,18.69331580380691,0.0
419,54463.29417568479,1.2992781453898974e-14,18.69331580380691,0.0
420,52110.393140516215,0.0,18.69331580380691,12.348494406737476
421,54449.31662492608,0.0,18.69331580380691,0.0
422,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
423,52118.868355248254,1.2992781453898974e-14,18.69331580380691,17.502710661133257
424,54449.31662492608,0.0,18.69331580380691,0.0
425,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
426,52118.86835524825,1.2992781453898974e-14,18.69331580380691,17.50271066113327
427,54449.31662492608,0.0,18.69331580380691,0.0
428,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
429,52118.868355248254,0.0,18.69331580380691,17.502710661133264
430,54449.31662492608,0.0,18.69331580380691,0.0
431,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
432,52118.868355248254,0.0,18.69331580380691,17.502710661133264
433,54449.31662492608,0.0,18.69331580380691,0.0
434,54463.2941756848,1.2992781453898974e-14,18.69331580380691,0.0
435,52118.86835524826,0.0,18.69331580380691,17.502710661133264
436,54449.31662492608,0.0,18.69331580380691,0.0
437,54463.29417568479,1.2992781453898974e-14,18.69331580380691,0.0
438,52118.868355248254,0.0,18.69331580380691,17.502710661133264
