value,S1,S2,time(s)
42750.38572513318,115,5624,63.36904859542847
42750.38572513318,116,5624,63.353662967681885
42750.38572513318,117,5624,69.13758063316345
42750.38572513318,118,5624,64.15233731269836
42750.38572513318,119,5624,64.32251262664795
42750.38572513318,120,5624,63.95969796180725
42750.38572513318,121,5624,75.24987983703613
42750.38572513318,122,5624,72.11807608604431
42750.38572513318,123,5624,71.85720491409302
42750.38572513318,124,5624,72.03724837303162
42750.38572513318,125,5624,81.90270900726318
42750.38572513318,126,5624,84.21976613998413
42750.38572513318,127,5624,83.53955221176147
42750.38572513318,128,5624,83.334223985672
42750.38572513318,129,5624,65.56648373603821
42750.38572513318,130,5624,64.614675283432
42750.38572513318,131,5624,65.11465311050415
42750.38572513318,132,5624,65.19800400733948
42750.38572513318,133,5624,65.78573060035706
42750.38572513318,134,5624,63.61620593070984
43091.83647827418,135,5624,62.697312116622925
43091.83647827418,136,5624,62.50197100639343
43091.83647827418,137,5624,65.10030841827393
43091.83647827418,138,5624,65.9823100566864
43091.83647827418,139,5624,63.97599005699158
43091.83647827418,140,5624,64.40003728866577
43091.83647827418,141,5624,64.61282467842102
43091.83647827418,142,5624,66.07391929626465
43091.83647827418,143,5624,66.47626876831055
43091.83647827418,144,5624,65.3622727394104
43091.83647827418,145,5624,63.58773946762085
43091.83647827418,146,5624,63.476567029953
43091.83647827418,147,5624,63.51949405670166
43091.83647827418,148,5624,63.50500011444092
43091.83647827418,149,5624,64.12116599082947
43091.83647827418,150,5624,69.8655993938446
43091.83647827418,151,5624,69.75016784667969
43091.83647827418,152,5624,64.87174272537231
43091.83647827418,153,5624,62.937012910842896
43091.83647827418,154,5624,66.89961695671082
43091.83647827418,155,5624,66.37414050102234
43091.83647827418,156,5624,68.71320962905884
43091.83647827418,157,5624,64.75738310813904
43091.83647827418,158,5624,66.60830307006836
43091.83647827418,159,5624,66.54261875152588
43091.83647827418,160,5624,65.54907083511353
43091.83647827418,161,5624,66.29130148887634
42792.76210148464,162,5624,67.40209627151489
42792.76210148464,163,5624,66.6189775466919
42792.76210148464,164,5624,65.9518461227417
42792.761888253735,165,5624,66.72760319709778
42792.761888253735,166,5624,70.94379377365112
42792.761888253735,167,5624,67.24059343338013
42792.761888253735,168,5624,67.28981018066406
42792.761888253735,169,5624,65.39406323432922
42792.761888253735,170,5624,67.93710589408875
42750.38572513318,171,5624,68.4390823841095
42750.38572513318,172,5624,67.87969088554382
42750.38572513318,173,5624,65.84782457351685
42750.38572513318,174,5624,62.61546874046326
42750.38572513318,175,5624,78.65099024772644
42750.38572513318,176,5624,64.89537072181702
42750.38572513318,177,5624,64.54929494857788
42750.38572513318,178,5624,62.709248781204224
42750.38572513318,179,5624,60.77536988258362
43490.923782643,180,5624,59.06294536590576
43658.931472763776,181,5624,59.3233118057251
43658.931472763776,182,5624,65.47383522987366
43490.923782643,183,5624,64.5622947216034
43658.931472763776,184,5624,64.96119356155396
43658.931472763776,185,5624,64.68492794036865
43490.923782643,186,5624,64.7677104473114
43658.931472763776,187,5624,67.04381823539734
43658.931472763776,188,5624,64.64128875732422
43454.20353331475,189,5624,65.13971638679504
43658.931472763776,190,5624,65.3531448841095
43658.931472763776,191,5624,64.36714434623718
43449.96571083498,192,5624,65.59757733345032
43658.931472763776,193,5624,64.49942898750305
43658.931472763776,194,5624,65.27049922943115
43449.96571083498,195,5624,64.34338617324829
43658.931472763776,196,5624,65.69728755950928
43658.931472763776,197,5624,64.9094307422638
43319.45375886898,198,5624,63.229408502578735
43658.931472763776,199,5624,59.69235420227051
43658.931472763776,200,5624,59.0821635723114
43319.45375886898,201,5624,58.5363872051239
43658.931472763776,202,5624,59.3418345451355
43658.931472763776,203,5624,61.596277475357056
43319.45375886898,204,5624,59.86839318275452
43658.931472763776,205,5624,58.59345865249634
43658.931472763776,206,5624,59.13880467414856
43319.45375886898,207,5624,59.63464546203613
43658.931472763776,208,5624,58.96424436569214
43658.931472763776,209,5624,58.51807641983032
43319.45375886898,210,5624,58.42396640777588
43658.931472763776,211,5624,60.113197565078735
43658.931472763776,212,5624,59.10646677017212
43319.45375886898,213,5624,59.00616645812988
43658.931472763776,214,5624,58.47115731239319
43658.931472763776,215,5624,59.10536575317383
43319.45375886898,216,5624,60.683048248291016
43658.931472763776,217,5624,59.3798041343689
43658.931472763776,218,5624,59.641528606414795
43319.45375886898,219,5624,59.0190966129303
43658.931472763776,220,5624,59.75914287567139
43658.931472763776,221,5624,58.92235088348389
43319.45375886898,222,5624,61.24579167366028
43658.931472763776,223,5624,59.79622507095337
43658.931472763776,224,5624,59.91787624359131
42750.38572513318,225,5624,59.990293979644775
42750.38572513318,226,5624,60.77638530731201
42750.38572513318,227,5624,59.741193532943726
42750.38572513318,228,5624,60.12813663482666
42750.38572513318,229,5624,60.291287422180176
42750.38572513318,230,5624,60.29667639732361
42750.38572513318,231,5624,60.035412311553955
42750.38572513318,232,5624,60.82129740715027
42750.38572513318,233,5624,62.16491389274597
42750.38572513318,234,5624,61.4763879776001
42750.38572513318,235,5624,60.499343156814575
42750.38572513318,236,5624,60.66728496551514
42750.38572513318,237,5624,61.03435754776001
42750.38572513318,238,5624,60.63580656051636
42750.38572513318,239,5624,60.56994438171387
42750.38572513318,240,5624,60.82212424278259
42750.38572513318,241,5624,61.37980842590332
42750.38572513318,242,5624,61.177351236343384
42750.38572513318,243,5624,60.26633167266846
42750.38572513318,244,5624,60.3784236907959
42750.38572513318,245,5624,61.03925704956055
42750.38572513318,246,5624,60.53923273086548
42750.38572513318,247,5624,60.908748388290405
42750.38572513318,248,5624,61.10511517524719
42750.38572513318,249,5624,60.572500467300415
42750.38572513318,250,5624,61.0956027507782
42750.38572513318,251,5624,59.76013898849487
42750.38572513318,252,5624,61.51255536079407
42750.38572513318,253,5624,60.503233432769775
42750.38572513318,254,5624,60.08930325508118
42750.38572513318,255,5624,61.40180587768555
42750.38572513318,256,5624,60.6132926940918
42750.38572513318,257,5624,60.48118185997009
42750.38572513318,258,5624,60.52707576751709
42750.38572513318,259,5624,60.31963014602661
42750.38572513318,260,5624,60.92051315307617
42750.38572513318,261,5624,59.96157193183899
42750.38572513318,262,5624,61.22276329994202
42750.38572513318,263,5624,62.65421724319458
42750.38572513318,264,5624,61.29456973075867
42750.38572513318,265,5624,60.232513666152954
42750.38572513318,266,5624,61.18432855606079
42750.38572513318,267,5624,60.69641184806824
42750.38572513318,268,5624,61.04883670806885
42750.38572513318,269,5624,60.255417585372925
43094.00538788515,270,5624,59.93766641616821
43094.00538788515,271,5624,60.41366386413574
43094.00538788515,272,5624,60.44065046310425
43094.00538788515,273,5624,59.86568903923035
43094.00538788515,274,5624,60.88967943191528
43094.00538788515,275,5624,60.93088436126709
43094.00538788515,276,5624,59.9377646446228
43094.00538788515,277,5624,60.20217299461365
43094.00538788515,278,5624,60.10970115661621
43094.00538788515,279,5624,60.729543685913086
43094.00538788515,280,5624,59.161786794662476
43094.00538788515,281,5624,59.92869257926941
43094.00538788515,282,5624,60.02439999580383
43094.00538788515,283,5624,60.93205523490906
43094.00538788515,284,5624,59.02903366088867
43094.00538788515,285,5624,60.246875047683716
43094.00538788515,286,5624,61.432666540145874
43094.00538788515,287,5624,60.303688049316406
43094.00538788515,288,5624,59.98451066017151
43094.00538788515,289,5624,60.131484031677246
43094.00538788515,290,5624,60.07847476005554
43094.00538788515,291,5624,59.802568674087524
43094.00538788515,292,5624,61.031434059143066
43094.00538788515,293,5624,61.59051871299744
43094.00538788515,294,5624,63.70244240760803
43094.00538788515,295,5624,63.84051203727722
43094.00538788515,296,5624,60.26586318016052
42792.761888253735,297,5624,61.087064266204834
42792.761888253735,298,5624,60.456246852874756
42792.761888253735,299,5624,60.27380299568176
42792.761888253735,300,5624,60.15405869483948
42792.761888253735,301,5624,60.371530294418335
42792.761888253735,302,5624,60.51016426086426
42792.761888253735,303,5624,60.493741035461426
42792.761888253735,304,5624,59.8720600605011
42792.76251617622,305,5624,60.74013423919678
42750.38572513318,306,5624,60.44478797912598
42750.38572513318,307,5624,60.874128341674805
42750.38572513318,308,5624,60.26536846160889
42750.38572513318,309,5624,60.97070837020874
42750.38572513318,310,5624,60.49317717552185
42750.38572513318,311,5624,61.00739908218384
42750.38572513318,312,5624,60.96090221405029
42750.38572513318,313,5624,60.56013894081116
42750.38572513318,314,5624,60.42739295959473
43425.90958347399,315,5624,58.427642822265625
43425.90958347399,316,5624,59.55460715293884
43425.90958347399,317,5624,59.75319314002991
43425.90958347399,318,5624,59.22460579872131
43425.90958347399,319,5624,59.61603879928589
43425.90958347399,320,5624,59.314343214035034
43425.90958347399,321,5624,63.52058386802673
43425.90958347399,322,5624,59.21392512321472
43425.90958347399,323,5624,61.935388803482056
43425.90958347399,324,5624,58.98620319366455
43425.90958347399,325,5624,59.281954765319824
43425.90958347399,326,5624,59.590829610824585
43425.90958347399,327,5624,59.546710729599
43425.90958347399,328,5624,59.56665802001953
43425.90958347399,329,5624,58.97720551490784
43425.90958347399,330,5624,59.143757581710815
43425.90958347399,331,5624,59.52991986274719
43425.90958347399,332,5624,59.17468476295471
43195.48811371356,333,5624,59.738168239593506
43195.48811371356,334,5624,59.53832197189331
43195.48811371356,335,5624,60.4163863658905
43195.48811371356,336,5624,59.636866092681885
43195.48811371356,337,5624,59.2744026184082
43195.48811371356,338,5624,59.98361825942993
43195.48811371356,339,5624,60.20196199417114
43195.48811371356,340,5624,59.8538875579834
43195.48811371356,341,5624,60.501293659210205
42792.761888253735,342,5624,60.265371561050415
42792.761888253735,343,5624,59.97154426574707
42792.761888253735,344,5624,61.065043449401855
42792.761888253735,345,5624,59.74618625640869
42792.761888253735,346,5624,60.87313199043274
42792.761888253735,347,5624,60.18907380104065
42792.761888253735,348,5624,60.249799728393555
42792.761888253735,349,5624,60.291706800460815
42792.761888253735,350,5624,60.91216993331909
42750.38572513318,351,5624,59.74289417266846
42750.38572513318,352,5624,60.5487380027771
42750.38572513318,353,5624,61.898959159851074
42750.38572513318,354,5624,61.11954998970032
42750.38572513318,355,5624,60.23188352584839
42750.38572513318,356,5624,59.92423725128174
42750.38572513318,357,5624,59.94964838027954
42750.38572513318,358,5624,60.14913249015808
42750.38572513318,359,5624,61.08356857299805
43490.92146467289,360,5624,58.61916255950928
43490.92146467289,361,5624,58.84810161590576
43490.92146467289,362,5624,58.453635454177856
43490.9207615535,363,5624,58.76093649864197
43490.9207615535,364,5624,58.36795520782471
43490.9207615535,365,5624,58.80270481109619
43490.9207615535,366,5624,58.53788733482361
43490.9207615535,367,5624,58.94143557548523
43490.9207615535,368,5624,58.64807152748108
43449.96531760038,369,5624,58.503474712371826
43449.96531760038,370,5624,58.27864646911621
43449.96531760038,371,5624,59.395113706588745
43449.96409933641,372,5624,59.23098635673523
43449.96409933641,373,5624,59.72480010986328
43449.96409933641,374,5624,58.496026039123535
43449.96409933641,375,5624,59.206273317337036
43449.96409933641,376,5624,59.50286316871643
43449.96409933641,377,5624,58.844624757766724
43195.48811371356,378,5624,59.933656215667725
43195.48811371356,379,5624,59.54220223426819
43195.48811371356,380,5624,59.786136865615845
43195.48811371356,381,5624,59.75619077682495
43195.48811371356,382,5624,60.386998891830444
43195.48811371356,383,5624,61.449793100357056
43195.48811371356,384,5624,60.6687445640564
43195.48811371356,385,5624,59.76210379600525
43195.48811371356,386,5624,60.73376965522766
42792.761888253735,387,5624,60.325939893722534
42792.761888253735,388,5624,60.22096657752991
42792.761888253735,389,5624,60.25940561294556
42792.761888253735,390,5624,60.762935161590576
42792.761888253735,391,5624,60.65695261955261
42792.761888253735,392,5624,61.06625318527222
42792.761888253735,393,5624,60.681666135787964
42792.761888253735,394,5624,59.74617314338684
42792.761888253735,395,5624,60.75658869743347
42750.38572513318,396,5624,60.08422875404358
42750.38572513318,397,5624,59.94664406776428
42750.38572513318,398,5624,61.01581263542175
42750.38572513318,399,5624,60.4682879447937
42750.38572513318,400,5624,61.284401416778564
42750.38572513318,401,5624,60.73006629943848
42750.38572513318,402,5624,60.814321994781494
42750.38572513318,403,5624,60.872135639190674
42750.38572513318,404,5624,60.89443635940552
43658.931472763776,405,5624,59.2559916973114
43658.931472763776,406,5624,58.41773557662964
43658.931472763776,407,5624,59.6360547542572
43658.931472763776,408,5624,58.57845330238342
43658.931472763776,409,5624,59.28389644622803
43658.931472763776,410,5624,58.51743412017822
43658.931472763776,411,5624,59.73783731460571
43658.931472763776,412,5624,58.97922492027283
43658.931472763776,413,5624,61.07000136375427
43658.931472763776,414,5624,59.29156827926636
43658.931472763776,415,5624,59.34921383857727
43658.931472763776,416,5624,60.00554180145264
43658.931472763776,417,5624,59.52517795562744
43658.931472763776,418,5624,58.91044354438782
43658.931472763776,419,5624,59.33424949645996
43658.931472763776,420,5624,59.12980890274048
43658.931472763776,421,5624,59.57663536071777
43658.931472763776,422,5624,59.99548316001892
43658.931472763776,423,5624,58.4257538318634
43658.931472763776,424,5624,59.07495927810669
43658.931472763776,425,5624,59.32143521308899
43658.931472763776,426,5624,59.529296875
43658.931472763776,427,5624,59.19472908973694
43658.931472763776,428,5624,58.2033109664917
43658.931472763776,429,5624,58.48271727561951
43658.931472763776,430,5624,59.414628744125366
43658.931472763776,431,5624,59.57862305641174
43658.931472763776,432,5624,58.863096475601196
43658.931472763776,433,5624,59.46797299385071
43658.931472763776,434,5624,59.66299915313721
43658.931472763776,435,5624,58.90941524505615
43658.931472763776,436,5624,59.40955591201782
43658.931472763776,437,5624,59.756234884262085
43658.931472763776,438,5624,59.53384613990784
43658.931472763776,439,5624,59.02346968650818
43658.931472763776,440,5624,59.174243211746216
43658.931472763776,441,5624,58.95785474777222
43658.931472763776,442,5624,60.6209511756897
43658.931472763776,443,5624,59.714962005615234
43658.931472763776,444,5624,61.20431137084961
43658.931472763776,445,5624,59.50119376182556
43658.931472763776,446,5624,59.221550941467285
43658.931472763776,447,5624,59.40096354484558
43658.931472763776,448,5624,59.40609312057495
43658.931472763776,449,5624,59.46194672584534
42750.38572513318,450,5624,60.80442762374878
42750.38572513318,451,5624,61.3856782913208
42750.38572513318,452,5624,60.979599714279175
42750.38572513318,453,5624,60.872791051864624
42750.38572513318,454,5624,60.243507623672485
42750.38572513318,455,5624,59.75513458251953
42750.38572513318,456,5624,60.13128447532654
42750.38572513318,457,5624,59.91879343986511
43303.4086439328,458,5624,60.19793772697449
42750.38572513318,459,5624,60.904120683670044
42750.38572513318,460,5624,60.917630195617676
42750.38572513318,461,5624,60.259185552597046
42750.38572513318,462,5624,60.133126974105835
42750.38572513318,463,5624,60.515438079833984
42750.38572513318,464,5624,60.48051357269287
42750.38572513318,465,5624,60.49913311004639
42750.38572513318,466,5624,61.186333894729614
43303.4086439328,467,5624,60.22467827796936
42750.38572513318,468,5624,60.89164686203003
42750.38572513318,469,5624,60.118157148361206
42750.38572513318,470,5624,60.2239294052124
42750.38572513318,471,5624,60.25599026679993
42750.38572513318,472,5624,60.291929483413696
42750.38572513318,473,5624,60.80840277671814
42750.38572513318,474,5624,62.67074489593506
42750.38572513318,475,5624,61.10707926750183
43195.48811371356,476,5624,60.17411684989929
42750.38572513318,477,5624,61.02078175544739
42750.38572513318,478,5624,60.501206398010254
42750.38572513318,479,5624,61.43277287483215
42750.38572513318,480,5624,60.75002455711365
42750.38572513318,481,5624,61.58523082733154
42750.38572513318,482,5624,60.78800916671753
42750.38572513318,483,5624,60.54002285003662
42750.38572513318,484,5624,60.27932691574097
42792.761888253735,485,5624,60.539058685302734
42750.38572513318,486,5624,60.4522647857666
42750.38572513318,487,5624,61.11751365661621
42750.38572513318,488,5624,60.969523668289185
42750.38572513318,489,5624,60.49318337440491
42750.38572513318,490,5624,61.21721291542053
42750.38572513318,491,5624,61.94174003601074
42750.38572513318,492,5624,60.67143273353577
42750.38572513318,493,5624,61.106717586517334
42750.38572513318,494,5624,60.73760962486267
42750.38572513318,495,5624,61.2870819568634
42750.38572513318,496,5624,60.68716621398926
42750.38572513318,497,5624,60.34457540512085
43490.923782643,498,5624,59.013190507888794
43490.923782643,499,5624,58.25830435752869
43490.923782643,500,5624,58.689440965652466
43490.92232485429,501,5624,58.596099615097046
43490.92232485429,502,5624,58.590277433395386
43490.92055494452,503,5624,60.04759764671326
42750.38572513318,504,5624,60.20840644836426
42750.38572513318,505,5624,59.962700605392456
42750.38572513318,506,5624,60.174041748046875
43449.96409933641,507,5624,58.90546631813049
43449.96409933641,508,5624,58.91940402984619
43449.96409933641,509,5624,59.42561101913452
43449.96409933641,510,5624,59.77520966529846
43449.96409933641,511,5624,58.93904900550842
43449.9663742011,512,5624,59.415565729141235
42750.38572513318,513,5624,60.94796943664551
42750.38572513318,514,5624,61.04627060890198
42750.38572513318,515,5624,60.75252628326416
43195.48811371356,516,5624,59.938658714294434
43195.48811371356,517,5624,59.6514048576355
43195.48811371356,518,5624,60.71680665016174
43195.48811371356,519,5624,60.657875776290894
43195.48811371356,520,5624,60.41751170158386
43195.48395982875,521,5624,60.48683404922485
42792.761888253735,522,5624,60.115421295166016
42792.761888253735,523,5624,60.33604598045349
42792.761888253735,524,5624,59.94284772872925
42792.761888253735,525,5624,61.6812105178833
42792.761888253735,526,5624,64.44864153862
42792.761888253735,527,5624,59.7232449054718
42750.38572513318,528,5624,63.48585772514343
42750.38572513318,529,5624,60.692201137542725
42792.761888253735,530,5624,60.57094383239746
42750.38572513318,531,5624,61.16393280029297
42750.38572513318,532,5624,60.35088515281677
42750.38572513318,533,5624,62.775047302246094
42750.38572513318,534,5624,60.48342227935791
42750.38572513318,535,5624,60.9225959777832
42750.38572513318,536,5624,60.78147554397583
42750.38572513318,537,5624,60.45246148109436
42750.38572513318,538,5624,60.41294240951538
42750.38572513318,539,5624,60.96861672401428
43135.17836769431,540,5624,60.603880643844604
43135.17836769431,541,5624,60.89977550506592
43135.17836769431,542,5624,60.452799797058105
43490.923782643,543,5624,58.83156657218933
43490.923782643,544,5624,58.75380825996399
43490.923782643,545,5624,58.24320673942566
43490.92232485429,546,5624,59.55823469161987
43490.92232485429,547,5624,58.43373084068298
43490.923782643,548,5624,58.622159004211426
43187.23484698108,549,5624,60.9160521030426
43187.23484698108,550,5624,60.158416986465454
43187.23484698108,551,5624,60.58780312538147
43449.9663742011,552,5624,59.04010725021362
43449.96409933641,553,5624,59.51588034629822
43449.96409933641,554,5624,59.61453628540039
43449.9663742011,555,5624,59.22064995765686
43449.9663742011,556,5624,58.71286225318909
43449.9663742011,557,5624,58.800281047821045
43195.48811371356,558,5624,59.37777328491211
43195.48811371356,559,5624,59.69847893714905
43195.48811371356,560,5624,60.40160536766052
43195.48811371356,561,5624,59.91777229309082
43195.48811371356,562,5624,60.539024353027344
43195.48811371356,563,5624,61.835120677948
43195.48811371356,564,5624,59.428061962127686
43195.48811371356,565,5624,60.27071475982666
43195.48811371356,566,5624,60.475319623947144
42792.761888253735,567,5624,60.126166343688965
42792.761888253735,568,5624,60.476089000701904
42792.761888253735,569,5624,60.62825036048889
42792.761888253735,570,5624,60.39173102378845
42792.761888253735,571,5624,60.19159293174744
42792.761888253735,572,5624,60.26809597015381
42792.761888253735,573,5624,60.37304997444153
42792.761888253735,574,5624,60.19753861427307
42792.761888253735,575,5624,60.344579219818115
42750.38572513318,576,5624,60.8766303062439
42750.38572513318,577,5624,60.56405210494995
42750.38572513318,578,5624,60.6975462436676
42750.38572513318,579,5624,60.18699789047241
42750.38572513318,580,5624,60.36571502685547
42750.38572513318,581,5624,61.04523158073425
42750.38572513318,582,5624,61.15039086341858
42750.38572513318,583,5624,60.8403799533844
42750.38572513318,584,5624,60.32514834403992
43490.92146467289,585,5624,58.41369390487671
43490.92146467289,586,5624,58.508061170578
43490.92146467289,587,5624,58.81036615371704
43221.199479015064,588,5624,59.725202560424805
43221.199479015064,589,5624,59.429141998291016
43221.199479015064,590,5624,60.533225297927856
43221.199479015064,591,5624,59.55444288253784
43221.199479015064,592,5624,60.054351806640625
43221.199479015064,593,5624,72.55261707305908
43449.96531760038,594,5624,58.60623073577881
43449.96531760038,595,5624,58.612685203552246
43449.96531760038,596,5624,58.74300217628479
43221.199479015064,597,5624,59.4596745967865
43221.199479015064,598,5624,59.540449142456055
43221.199479015064,599,5624,59.85893940925598
43221.199479015064,600,5624,60.33715796470642
43221.199479015064,601,5624,60.01790475845337
43221.199479015064,602,5624,59.553064584732056
43195.48811371356,603,5624,59.370657205581665
43195.48811371356,604,5624,59.469939947128296
43195.48811371356,605,5624,61.833364963531494
43195.48811371356,606,5624,60.777592182159424
43195.48395982875,607,5624,59.49282884597778
43195.48811371356,608,5624,60.06433033943176
43195.48811371356,609,5624,58.623191595077515
43195.48811371356,610,5624,60.19351816177368
43195.48811371356,611,5624,60.63640546798706
42914.52699527404,612,5624,60.664710998535156
42914.52699527404,613,5624,60.48520517349243
42914.52699527404,614,5624,60.318684577941895
42914.52699527404,615,5624,60.25232648849487
42914.52699527404,616,5624,60.08731412887573
42914.52699527404,617,5624,59.97872567176819
42914.52699527404,618,5624,60.187678813934326
42914.52699527404,619,5624,60.13911032676697
42914.52699527404,620,5624,60.363497257232666
42914.52699527404,621,5624,60.5593945980072
42914.52699527404,622,5624,60.692614793777466
42914.52699527404,623,5624,61.39075231552124
42914.52699527404,624,5624,61.75699830055237
42914.52699527404,625,5624,60.543198108673096
42914.52699527404,626,5624,59.80801868438721
42914.52699527404,627,5624,60.3664870262146
42914.52699527404,628,5624,59.8932580947876
42914.52699527404,629,5624,59.88794565200806
43658.931472763776,630,5624,59.90775203704834
43658.931472763776,631,5624,59.87800908088684
43658.931472763776,632,5624,59.51587176322937
43658.931472763776,633,5624,59.16370606422424
43658.931472763776,634,5624,59.248987436294556
43658.931472763776,635,5624,58.63565921783447
43658.931472763776,636,5624,58.860556840896606
43658.931472763776,637,5624,58.8245964050293
43658.931472763776,638,5624,60.055086612701416
43658.931472763776,639,5624,59.23950409889221
43658.931472763776,640,5624,59.43695688247681
43658.931472763776,641,5624,59.30216670036316
43658.931472763776,642,5624,59.10229516029358
43658.931472763776,643,5624,59.53188347816467
43658.931472763776,644,5624,59.403125286102295
43658.931472763776,645,5624,59.00019931793213
43658.931472763776,646,5624,58.51803803443909
43658.931472763776,647,5624,59.118876934051514
43658.931472763776,648,5624,58.903621673583984
43658.931472763776,649,5624,58.9203565120697
43658.931472763776,650,5624,58.908554792404175
43658.931472763776,651,5624,58.813881158828735
43658.931472763776,652,5624,58.81892371177673
43658.931472763776,653,5624,59.226776361465454
43658.931472763776,654,5624,61.438127279281616
43658.931472763776,655,5624,59.51533913612366
43658.931472763776,656,5624,59.02894854545593
43658.931472763776,657,5624,59.35620045661926
43658.931472763776,658,5624,59.12881803512573
43658.931472763776,659,5624,58.90346956253052
43658.931472763776,660,5624,58.65609169006348
43658.931472763776,661,5624,59.08153557777405
43658.931472763776,662,5624,59.702264070510864
43658.931472763776,663,5624,58.96126961708069
43658.931472763776,664,5624,59.290945053100586
43658.931472763776,665,5624,58.87554693222046
