value,S1,S2,time(s),
42462.34322,171,0,63.80598474,
41123.19356,172,0,64.07991815,
41123.19356,173,0,64.26043105,
42751.23619,174,0,65.51985574,
43026.99391,175,0,65.15601707,
43026.99391,176,0,64.6399188,
42462.34322,177,0,64.80992031,
43026.99391,178,0,64.30988765,
43026.99391,179,0,64.99988747,
40760.58156,180,0,65.55991316,
43026.99475,181,0,65.77988291,
43026.99475,182,0,63.9299283,
42751.23619,183,0,65.12046027,
40760.58156,184,0,64.6599164,
40760.58156,185,0,65.14988613,
42751.23619,186,0,63.97992134,
38401.91942,187,0,63.98992157,
38401.91942,188,0,63.4899199,
42462.34322,189,0,63.12992668,
41123.19356,190,0,64.42302084,
41123.19356,191,0,63.89597273,
42751.23619,192,0,63.7099216,
43026.99391,193,0,64.23992753,
43026.99391,194,0,64.83592439,
42462.34322,195,0,64.77991748,
43026.99391,196,0,64.27988625,
43026.99391,197,0,65.23991585,
42462.34322,198,0,63.86991906,
41123.19356,199,0,63.73992777,
41123.19356,200,0,62.56989264,
42751.23619,201,0,64.49800944,
43026.99391,202,0,65.39992309,
43026.99391,203,0,64.55993056,
42462.34322,204,0,64.1698885,
43026.99391,205,0,64.85988617,
43026.99391,206,0,65.06746507,
42462.34322,207,0,64.41992235,
41123.19356,208,0,64.24988842,
41123.19356,209,0,64.65988803,
40760.58156,210,0,65.27985668,
43026.99391,211,0,63.89048338,
43026.99391,212,0,63.94649363,
42751.23619,213,0,67.49991655,
43026.99391,214,0,64.14989519,
43026.99391,215,0,64.18697524,
42462.34322,216,0,64.68992639,
41123.19356,217,0,64.81988788,
41123.19356,218,0,63.60988903,
42751.23619,219,0,64.32595944,
43026.99391,220,0,64.12991643,
43026.99391,221,0,63.979918,
42751.23619,222,0,63.58598852,
43026.99391,223,0,64.13991857,
43026.99391,224,0,63.99992037,
43029.12651,225,0,64.3399179,
43029.12651,226,0,63.48992157,
43029.12651,227,0,64.05991912,
43029.12426,228,0,63.3559556,
43029.12426,229,0,63.61933541,
43029.12426,230,0,64.4799366,
43029.12458,231,0,63.83993936,
43029.12426,232,0,65.05992913,
43029.12426,233,0,64.17992043,
40999.46087,234,0,63.14988899,
42462.3419,235,0,63.9599216,
42462.3419,236,0,63.82992125,
43029.1246,237,0,63.98992062,
43356.43171,238,0,63.93988824,
43356.43171,239,0,64.14034104,
43029.1246,240,0,63.59992337,
43356.43171,241,0,64.96991682,
43356.43171,242,0,64.74993587,
40999.46087,243,0,63.51991844,
43029.12651,244,0,63.55991721,
43029.12651,245,0,64.84991956,
43029.1246,246,0,63.58992529,
43356.43171,247,0,64.7598865,
43356.43171,248,0,64.07045674,
43029.1246,249,0,63.18992615,
43356.43171,250,0,64.87992811,
43356.43171,251,0,63.77988911,
40999.46087,252,0,63.30992007,
43029.12651,253,0,64.32992625,
43029.12651,254,0,64.57989264,
43029.1246,255,0,64.3698926,
43356.43171,256,0,63.87988019,
43356.43171,257,0,64.48039556,
43029.1246,258,0,64.60597587,
43356.43171,259,0,63.17991781,
43356.43171,260,0,68.44740462,
40999.46087,261,0,67.83987975,
43029.12651,262,0,63.97988963,
43029.12651,263,0,62.72989106,
43029.1246,264,0,64.07989025,
43356.43171,265,0,65.15988731,
43356.43171,266,0,64.39988804,
43029.1246,267,0,63.72081566,
43356.43171,268,0,64.8099165,
43356.43171,269,0,65.15992689,
43001.1961,270,0,63.35992289,
43356.43171,271,0,63.54992151,
43356.43171,272,0,66.10991955,
43001.1961,273,0,63.80992055,
43356.43171,274,0,64.77988982,
43356.43171,275,0,64.82991552,
43001.1961,276,0,63.56988955,
43356.43171,277,0,63.75991821,
43356.43171,278,0,64.22988796,
43002.26841,279,0,63.36600971,
43356.43171,280,0,65.6399188,
43356.43171,281,0,65.24989223,
43356.43171,282,0,64.51991701,
43356.43171,283,0,63.44992375,
43356.43171,284,0,63.91991615,
43356.43171,285,0,64.05992222,
43356.43171,286,0,64.62895489,
43356.43171,287,0,65.02988577,
43002.26841,288,0,63.91991973,
43356.43171,289,0,63.6999259,
43356.43171,290,0,64.7098875,
43356.43171,291,0,63.69988871,
43356.43171,292,0,63.1999197,
43356.43171,293,0,65.10992217,
43356.43171,294,0,63.87992954,
43356.43171,295,0,63.81042147,
43356.43171,296,0,65.16992092,
43002.26841,297,0,64.93988514,
43356.43171,298,0,64.05991817,
43356.43171,299,0,65.00698805,
43356.43171,300,0,63.91992188,
43356.43171,301,0,63.85992122,
43356.43171,302,0,64.24992681,
43356.43171,303,0,64.47988677,
43356.43171,304,0,63.40047336,
43356.43171,305,0,63.80988836,
43002.26841,306,0,64.68992019,
43356.43171,307,0,64.50992012,
43356.43171,308,0,64.0198884,
43356.43171,309,0,64.60991621,
43356.43171,310,0,64.56988811,
43356.43171,311,0,64.58593035,
43356.43171,312,0,64.84992409,
43356.43171,313,0,64.2464633,
43356.43171,314,0,63.29988861,
43001.1961,315,0,63.94992399,
43356.43171,316,0,63.63991857,
43356.43171,317,0,63.8498888,
43001.1961,318,0,63.49988985,
43356.43171,319,0,63.90988851,
43356.43171,320,0,63.76992464,
43001.1961,321,0,63.78992724,
43356.43171,322,0,63.85988927,
43356.43171,323,0,64.97044826,
43002.26841,324,0,64.52992296,
43356.43171,325,0,66.46991706,
43356.43171,326,0,64.73992276,
43356.43171,327,0,64.26798511,
43356.43171,328,0,64.65991449,
43356.43171,329,0,63.85992956,
43356.43171,330,0,64.13988853,
43356.43171,331,0,65.27991939,
43356.43171,332,0,64.83058381,
43002.26841,333,0,64.06988835,
43356.43171,334,0,65.24992061,
43356.43171,335,0,63.19989395,
43356.43171,336,0,64.74992251,
43356.43171,337,0,64.6599164,
43356.43171,338,0,63.84988856,
43356.43171,339,0,63.85988998,
43356.43171,340,0,64.08989191,
43356.43171,341,0,64.4604249,
43002.26841,342,0,63.98988771,
43356.43171,343,0,65.56988835,
43356.43171,344,0,65.59598637,
43356.43171,345,0,65.02988744,
43356.43171,346,0,64.19992042,
43356.43171,347,0,65.12988615,
43356.43171,348,0,64.46988821,
43356.43171,349,0,64.30991888,
43356.43171,350,0,64.87992096,
43002.26841,351,0,63.40991902,
43356.43171,352,0,64.1098876,
43356.43171,353,0,78.85989308,
43356.43171,354,0,63.74988961,
43356.43171,355,0,64.59598351,
43356.43171,356,0,65.51992655,
43356.43171,357,0,64.50992942,
43356.43171,358,0,64.3799212,
43356.43171,359,0,65.04988766,
43001.1961,360,0,63.66026545,
43356.43171,361,0,69.82971644,
43356.43171,362,0,67.1194849,
43001.1961,363,0,63.51992273,
43356.43171,364,0,62.60596156,
43356.43171,365,0,62.19989276,
43001.1961,366,0,62.20991993,
43356.43171,367,0,62.65989137,
43356.43171,368,0,62.24992132,
43002.26841,369,0,63.64988828,
43356.43171,370,0,62.24992228,
43356.43171,371,0,63.46648622,
43356.43171,372,0,62.66992211,
43356.43171,373,0,62.84989166,
43356.43171,374,0,63.51985908,
43356.43171,375,0,62.54993773,
43356.43171,376,0,62.40993214,
43356.43171,377,0,63.46991992,
43002.26841,378,0,62.68991947,
43356.43171,379,0,62.79649878,
43356.43171,380,0,62.54992032,
43356.43171,381,0,62.20989227,
43356.43171,382,0,63.39992619,
43356.43171,383,0,62.7499218,
43356.43171,384,0,63.38988996,
43356.43171,385,0,62.82989144,
43356.43171,386,0,63.01992702,
43002.26841,387,0,63.199893,
43356.43171,388,0,62.45050335,
43356.43171,389,0,62.24640441,
43356.43171,390,0,63.53989077,
43356.43171,391,0,62.14605165,
43356.43171,392,0,61.94992137,
43356.43171,393,0,62.27989197,
43356.43171,394,0,62.35989118,
43356.43171,395,0,63.05992174,
43002.26841,396,0,61.9599216,
43356.43171,397,0,62.89992166,
43356.43171,398,0,63.31042552,
43356.43171,399,0,63.64989662,
43356.43171,400,0,62.96592927,
43356.43171,401,0,62.52593851,
43356.43171,402,0,64.13205194,
43356.43171,403,0,63.08991981,
43356.43171,404,0,62.40992069,
40970.5507,405,0,62.87751317,
41402.10923,406,0,62.31992245,
41402.10923,407,0,63.28046799,
43356.43171,408,0,62.92989182,
43356.43171,409,0,62.95989227,
43356.43171,410,0,63.89992714,
43356.43171,411,0,63.75991964,
43356.43171,412,0,61.99993801,
43356.43171,413,0,62.24992537,
43002.26841,414,0,62.15992093,
43356.43171,415,0,61.86992168,
43356.43171,416,0,63.30647206,
43356.43171,417,0,63.01991916,
43356.43171,418,0,62.69989133,
43356.43171,419,0,61.81992507,
43356.43171,420,0,63.13991928,
43356.43171,421,0,61.92743969,
43356.43171,422,0,67.44988441,
43002.26841,423,0,68.29991364,
43356.43171,424,0,62.47991967,
43356.43171,425,0,62.12989163,
43356.43171,426,0,63.30992317,
43356.43171,427,0,62.78992391,
43356.43171,428,0,62.51989269,
43356.43171,429,0,62.50992179,
43356.43171,430,0,63.22992158,
43356.43171,431,0,62.07992482,
43002.26841,432,0,61.82992697,
43356.43171,433,0,63.39991999,
43356.43171,434,0,62.67989469,
43356.43171,435,0,61.97992015,
43356.43171,436,0,63.64991879,
43356.43171,437,0,62.47992516,
43356.43171,438,0,62.11992598,
43356.43171,439,0,64.94988966,
43356.43171,440,0,62.6199255,
43002.26841,441,0,61.62992454,
43356.43171,442,0,63.47600174,
43356.43171,443,0,63.1499207,
43356.43171,444,0,63.48992276,
43356.43171,445,0,64.02049875,
43356.43171,446,0,63.19991994,
43356.43171,447,0,62.51991582,
43356.43171,448,0,62.94992137,
43356.43171,449,0,62.82992578,
43029.12651,450,0,61.93992734,
43029.12651,451,0,63.45991898,
43029.12651,452,0,70.71990991,
43029.12426,453,0,63.32991695,
43029.12426,454,0,62.48847103,
43029.12426,455,0,62.87992167,
43029.12458,456,0,63.77992511,
43029.12426,457,0,63.31992054,
43029.12426,458,0,62.62986255,
40999.46087,459,0,61.83989429,
42462.3419,460,0,62.39992189,
42462.3419,461,0,63.13991857,
43029.1246,462,0,62.97894549,
43356.43171,463,0,62.93988991,
43356.43171,464,0,63.12048745,
43029.1246,465,0,62.01693225,
43356.43171,466,0,62.51992226,
43356.43171,467,0,62.61992216,
40999.46087,468,0,63.47992301,
43029.12651,469,0,62.01992011,
43029.12651,470,0,62.57989049,
43029.1246,471,0,61.58992267,
43356.43171,472,0,62.81601286,
43356.43171,473,0,62.45992231,
43029.1246,474,0,61.44992399,
43356.43171,475,0,62.6799202,
43356.43171,476,0,62.17992616,
40999.46087,477,0,61.28992367,
43029.12651,478,0,61.7999239,
43029.12651,479,0,61.88992596,
43029.1246,480,0,62.44992328,
43356.43171,481,0,62.44992065,
43356.43171,482,0,62.92992568,
43029.1246,483,0,62.52652764,
43356.43171,484,0,62.17699671,
43356.43171,485,0,63.19989252,
40999.46087,486,0,62.17992282,
43029.12651,487,0,63.30701447,
43029.12651,488,0,63.08992338,
43029.1246,489,0,62.14989185,
43356.43171,490,0,63.43601322,
43356.43171,491,0,62.8599205,
43029.1246,492,0,61.75989461,
43356.43171,493,0,63.33049607,
43356.43171,494,0,62.06992722,
40970.55082,495,0,61.23701477,
43001.1961,496,0,64.29991674,
43001.1961,497,0,63.01986384,
43001.1961,498,0,62.10992312,
43356.43171,499,0,62.37989473,
43356.43171,500,0,63.12992191,
43001.1961,501,0,62.02992129,
43356.43171,502,0,62.44992232,
43356.43171,503,0,63.72057414,
43002.26841,504,0,62.16992354,
43356.43171,505,0,62.88992143,
43356.43171,506,0,62.87992477,
43356.43171,507,0,62.64594507,
43356.43171,508,0,62.3299222,
43356.43171,509,0,63.44592929,
43356.43171,510,0,62.75989342,
43356.43171,511,0,62.8499186,
43356.43171,512,0,63.87068057,
43002.26841,513,0,63.01989102,
43356.43171,514,0,62.16992378,
43356.43171,515,0,63.59646249,
43356.43171,516,0,63.3099196,
43356.43171,517,0,62.33992195,
43356.43171,518,0,62.539922,
43356.43171,519,0,62.59649515,
43356.43171,520,0,61.98992085,
43356.43171,521,0,63.2399199,
43002.26841,522,0,62.24095774,
43356.43171,523,0,62.5499208,
43356.43171,524,0,62.80992174,
43356.43171,525,0,63.91992331,
43356.43171,526,0,63.14900732,
43356.43171,527,0,63.78992367,
43356.43171,528,0,62.59992337,
43356.43171,529,0,63.18992233,
43356.43171,530,0,62.57992125,
43002.26841,531,0,63.86030817,
43356.43171,532,0,62.61993217,
43356.43171,533,0,62.77992225,
43356.43171,534,0,62.12992334,
43356.43171,535,0,62.30989552,
43356.43171,536,0,63.54992151,
43356.43171,537,0,62.78992796,
43356.43171,538,0,62.4699223,
43356.43171,539,0,62.78992486,
40970.55082,540,0,61.48649979,
43001.1961,541,0,62.84946585,
43001.1961,542,0,61.36992621,
43001.1961,543,0,62.72652268,
43356.43171,544,0,62.00992584,
43356.43171,545,0,62.26989245,
43001.1961,546,0,63.09992099,
43356.43171,547,0,62.93992138,
43356.43171,548,0,62.76992512,
43002.26841,549,0,62.79992127,
43356.43171,550,0,62.51898813,
43356.43171,551,0,62.67750239,
43356.43171,552,0,63.34992003,
43356.43171,553,0,62.80992103,
43356.43171,554,0,63.69992208,
43356.43171,555,0,63.33992338,
43356.43171,556,0,62.86992288,
43356.43171,557,0,62.5099206,
43002.26841,558,0,62.88992143,
43356.43171,559,0,62.25989413,
43356.43171,560,0,62.8199203,
43356.43171,561,0,63.3799212,
43356.43171,562,0,62.33696675,
43356.43171,563,0,61.84992218,
43356.43171,564,0,63.05992079,
43356.43171,565,0,62.60992122,
43356.43171,566,0,62.41992283,
43002.26841,567,0,62.85992336,
43356.43171,568,0,62.61992264,
43356.43171,569,0,62.86660099,
43356.43171,570,0,64.63991833,
43356.43171,571,0,63.26651859,
43356.43171,572,0,63.15992594,
43356.43171,573,0,63.39992166,
43356.43171,574,0,63.29992437,
43356.43171,575,0,63.41992021,
43002.26841,576,0,63.0969398,
43356.43171,577,0,63.06750274,
43356.43171,578,0,62.29992318,
43356.43171,579,0,63.52046466,
43356.43171,580,0,62.41992211,
43356.43171,581,0,62.79989338,
43356.43171,582,0,62.94992137,
43356.43171,583,0,64.47991872,
43356.43171,584,0,62.24850106,
40970.55082,585,0,62.31992602,
43001.1961,586,0,62.51992416,
43001.1961,587,0,62.28992248,
43001.1961,588,0,63.00039911,
43356.43171,589,0,62.75992107,
43356.43171,590,0,62.56992173,
43001.1961,591,0,61.76646686,
43356.43171,592,0,63.28989077,
43356.43171,593,0,62.20992255,
43002.26841,594,0,61.97599697,
43356.43171,595,0,62.86992097,
43356.43171,596,0,62.57992101,
43356.43171,597,0,61.75992465,
43356.43171,598,0,62.37047839,
43356.43171,599,0,62.59992123,
43356.43171,600,0,62.52992058,
43356.43171,601,0,62.29992294,
43356.43171,602,0,62.37992215,
43002.26841,603,0,61.93793535,
43356.43171,604,0,61.77992487,
43356.43171,605,0,62.43992281,
43356.43171,606,0,63.21992111,
43356.43171,607,0,62.3974824,
43356.43171,608,0,63.37048388,
43356.43171,609,0,62.6698916,
43356.43171,610,0,62.32992172,
43356.43171,611,0,63.17991853,
43002.26841,612,0,64.20601749,
43356.43171,613,0,61.93989515,
43356.43171,614,0,62.41992092,
43356.43171,615,0,63.40989017,
43356.43171,616,0,62.60992384,
43356.43171,617,0,62.94049287,
43356.43171,618,0,63.03992629,
43356.43171,619,0,62.58599544,
43356.43171,620,0,62.66992235,
43002.26841,621,0,62.21989179,
43356.43171,622,0,62.9999218,
43356.43171,623,0,62.22992182,
43356.43171,624,0,62.85992289,
43356.43171,625,0,62.51992202,
43356.43171,626,0,63.15799904,
43356.43171,627,0,64.75054216,
43356.43171,628,0,63.07992554,
43356.43171,629,0,62.68992114,
40970.5507,630,0,62.23989153,
40970.5507,631,0,61.90992928,
40970.5507,632,0,62.51696563,
43001.1961,633,0,62.91992116,
43356.43171,634,0,62.37992048,
43356.43171,635,0,62.13992167,
43001.1961,636,0,63.02045846,
43356.43171,637,0,63.31593013,
43356.43171,638,0,62.91991997,
43002.26841,639,0,62.93992043,
43356.43171,640,0,64.38991928,
43356.43171,641,0,62.96900535,
43356.43171,642,0,63.71646643,
43356.43171,643,0,62.54992151,
43356.43171,644,0,62.97598076,
43356.43171,645,0,63.38992143,
43356.43171,646,0,63.03756881,
43356.43171,647,0,62.71992564,
43002.26841,648,0,62.5898931,
43356.43171,649,0,63.61992121,
43356.43171,650,0,62.53992081,
43356.43171,651,0,62.27992296,
43356.43171,652,0,62.74992228,
43356.43171,653,0,63.53989077,
43356.43171,654,0,63.32992196,
43356.43171,655,0,62.53852439,
43356.43171,656,0,63.3099215,
43002.26841,657,0,61.9998908,
43356.43171,658,0,62.79992104,
43356.43171,659,0,63.40992308,
43356.43171,660,0,63.47991967,
43356.43171,661,0,62.48992181,
43356.43171,662,0,62.65992546,
43356.43171,663,0,62.78992391,
43356.43171,664,0,62.59992385,
43356.43171,665,0,63.47062564,
43002.26841,666,0,62.09989095,
43356.43171,667,0,62.04992342,
43356.43171,668,0,63.22989488,
43356.43171,669,0,63.9799161,
43356.43171,670,0,61.61989617,
43356.43171,671,0,62.37992239,
43356.43171,672,0,62.25992584,
43356.43171,673,0,62.28601599,
43356.43171,674,0,62.93061614,
43029.12651,675,0,62.01989269,
43029.12651,676,0,62.1598947,
43029.12651,677,0,62.86698437,
43029.12426,678,0,62.84992409,
43029.12426,679,0,61.97593093,
43029.12426,680,0,62.81989646,
43029.12458,681,0,62.38992047,
43029.12426,682,0,62.36992216,
43029.12426,683,0,61.60992575,
40999.46087,684,0,62.77045679,
43029.12651,685,0,63.69989181,
43029.12651,686,0,62.76696658,
40999.45891,687,0,61.38992834,
43356.43171,688,0,63.02992058,
43356.43171,689,0,62.1399219,
40999.45891,690,0,61.69992447,
43356.43171,691,0,63.03992486,
43356.43171,692,0,62.4699192,
40999.46087,693,0,61.77992678,
43029.12651,694,0,63.5879643,
43029.12651,695,0,62.55992079,
40999.45891,696,0,61.02992487,
43356.43171,697,0,62.34799337,
43356.43171,698,0,65.42991757,
40999.45891,699,0,60.96989942,
43356.43171,700,0,61.93596458,
43356.43171,701,0,63.32992172,
40999.46087,702,0,61.48993325,
43029.12651,703,0,61.51992369,
43029.12651,704,0,62.98989272,
40999.45891,705,0,61.1759367,
43356.43171,706,0,63.75991893,
43356.43171,707,0,62.38992143,
40999.45891,708,0,60.8399303,
43356.43171,709,0,63.12989116,
43356.43171,710,0,62.49989414,
40999.46087,711,0,62.10992002,
43029.12651,712,0,62.16989613,
43029.12651,713,0,62.30856133,
40999.45891,714,0,62.65991879,
43356.43171,715,0,62.74989438,
43356.43171,716,0,63.02992249,
40999.45891,717,0,62.41992211,
43356.43171,718,0,62.29900551,
43356.43171,719,0,62.16992307,
43001.1961,720,0,63.19992065,
43001.1961,721,0,61.42743945,
43001.1961,722,0,61.50706935,
43001.1961,723,0,62.25988579,
43356.43171,724,0,63.41988873,
43356.43171,725,0,62.53992319,
43001.1961,726,0,62.699893,
43356.43171,727,0,65.25991917,
43356.43171,728,0,62.72992134,
43002.26841,729,0,62.93992472,
43356.43171,730,0,63.83991647,
43356.43171,731,0,62.71699643,
43356.43171,732,0,62.71041417,
43356.43171,733,0,63.11992121,
43356.43171,734,0,62.59989142,
43356.43171,735,0,62.57596731,
43356.43171,736,0,63.14991999,
43356.43171,737,0,63.16989064,
43002.26841,738,0,62.6599195,
43356.43171,739,0,62.03649807,
43356.43171,740,0,63.03992152,
43356.43171,741,0,63.25593019,
43356.43171,742,0,63.59105372,
43356.43171,743,0,63.26988912,
43356.43171,744,0,63.01991987,
43356.43171,745,0,62.29992771,
43356.43171,746,0,62.26992178,
43002.26841,747,0,63.35992074,
43356.43171,748,0,63.01991963,
43356.43171,749,0,62.52992392,
43356.43171,750,0,63.17992544,
43356.43171,751,0,62.92704535,
43356.43171,752,0,64.02988887,
43356.43171,753,0,63.04992485,
43356.43171,754,0,62.81992102,
43356.43171,755,0,75.8299005,
43002.26841,756,0,63.18630028,
43356.43171,757,0,62.37992501,
43356.43171,758,0,63.30992222,
43356.43171,759,0,62.95992088,
43356.43171,760,0,63.63098979,
43356.43171,761,0,61.82647467,
43356.43171,762,0,63.77991962,
43356.43171,763,0,61.93992305,
43356.43171,764,0,61.44992352,
43001.1961,765,0,62.73992038,
43001.1961,766,0,62.09252644,
43001.1961,767,0,61.62992668,
43001.1961,768,0,62.00992417,
43356.43171,769,0,63.73648643,
43356.43171,770,0,63.70000005,
43001.1961,771,0,62.09992599,
43356.43171,772,0,63.40992141,
43356.43171,773,0,62.3959949,
43002.26841,774,0,62.80992103,
43356.43171,775,0,64.78991842,
43356.43171,776,0,62.83853364,
43356.43171,777,0,61.7999227,
43356.43171,778,0,62.8999207,
43356.43171,779,0,63.11755133,
43356.43171,780,0,63.32991672,
43356.43171,781,0,63.11992097,
43356.43171,782,0,62.7199223,
43002.26841,783,0,61.97992373,
43356.43171,784,0,64.57992244,
43356.43171,785,0,62.90992236,
43356.43171,786,0,63.03992248,
43356.43171,787,0,62.68992186,
43356.43171,788,0,62.88989305,
43356.43171,789,0,63.16989255,
43356.43171,790,0,63.0699234,
43356.43171,791,0,62.1599226,
43002.26841,792,0,61.28992343,
43356.43171,793,0,62.5599277,
43356.43171,794,0,63.85989094,
43356.43171,795,0,62.45992422,
43356.43171,796,0,62.26992106,
43356.43171,797,0,63.13991785,
43356.43171,798,0,62.27898479,
43356.43171,799,0,65.61951184,
43356.43171,800,0,64.69991803,
43002.26841,801,0,66.71524715,
43356.43171,802,0,63.47991776,
43356.43171,803,0,63.51349449,
43356.43171,804,0,63.14630198,
43356.43171,805,0,65.76251268,
43356.43171,806,0,62.59992099,
43356.43171,807,0,62.53992295,
43356.43171,808,0,62.17047739,
43356.43171,809,0,62.98992014,
43001.1961,810,0,62.53573656,
43001.1961,811,0,62.31992507,
43001.1961,812,0,61.89992404,
43001.1961,813,0,63.22991872,
43356.43171,814,0,62.7599256,
43356.43171,815,0,62.84073019,
43001.1961,816,0,62.50992131,
43356.43171,817,0,62.61094403,
43356.43171,818,0,62.75992179,
43002.26841,819,0,62.84992623,
43356.43171,820,0,62.74424195,
43356.43171,821,0,62.11992383,
43356.43171,822,0,62.81989288,
43356.43171,823,0,63.05991936,
43356.43171,824,0,62.39992261,
43356.43171,825,0,63.39992023,
43356.43171,826,0,62.03992915,
43356.43171,827,0,62.21047163,
43002.26841,828,0,62.4474659,
43356.43171,829,0,62.90373826,
43356.43171,830,0,61.9825902,
43356.43171,831,0,63.3499198,
43356.43171,832,0,62.12593532,
43356.43171,833,0,62.10634232,
43356.43171,834,0,62.90992069,
43356.43171,835,0,63.28992057,
43356.43171,836,0,61.60992432,
43002.26841,837,0,61.71641517,
43356.43171,838,0,63.05828595,
43356.43171,839,0,63.28419852,
43356.43171,840,0,61.83992362,
43356.43171,841,0,62.91517496,
43356.43171,842,0,63.8399241,
43356.43171,843,0,62.20993018,
43356.43171,844,0,63.416435,
43356.43171,845,0,62.37992191,
43002.26841,846,0,62.28098989,
43356.43171,847,0,62.57992125,
43356.43171,848,0,62.29989123,
43356.43171,849,0,62.31415439,
43356.43171,850,0,63.91615248,
43356.43171,851,0,62.85992527,
43356.43171,852,0,62.81991911,
43356.43171,853,0,63.74593544,
43356.43171,854,0,62.29207134,
40970.5507,855,0,62.00992227,
40970.5507,856,0,63.47121882,
40970.5507,857,0,62.7374692,
43001.1961,858,0,63.27034593,
43356.43171,859,0,63.20309997,
43356.43171,860,0,62.06993341,
43001.1961,861,0,62.21421647,
43356.43171,862,0,62.25992584,
43356.43171,863,0,62.89992547,
43002.26841,864,0,62.53651404,
43356.43171,865,0,62.77049112,
43356.43171,866,0,62.85992622,
43356.43171,867,0,63.54992294,
43356.43171,868,0,62.63743687,
43356.43171,869,0,63.01145816,
43356.43171,870,0,64.66947579,
43356.43171,871,0,62.3099227,
43356.43171,872,0,62.96989417,
43002.26841,873,0,62.19599748,
43356.43171,874,0,61.82992744,
43356.43171,875,0,62.65603185,
43356.43171,876,0,63.091187,
43356.43171,877,0,63.05130935,
43356.43171,878,0,62.78992176,
43356.43171,879,0,63.55040979,
43356.43171,880,0,62.6799202,
43356.43171,881,0,62.33007288,
43002.26841,882,0,63.99991822,
43356.43171,883,0,62.08272028,
43356.43171,884,0,63.19408178,
43356.43171,885,0,63.42992139,
43356.43171,886,0,62.88992548,
43356.43171,887,0,63.01992393,
43356.43171,888,0,63.05735469,
43356.43171,889,0,63.45844316,
43356.43171,890,0,62.59991956,
43002.26841,891,0,62.6299181,
43356.43171,892,0,63.4759624,
43356.43171,893,0,62.93992162,
43356.43171,894,0,62.91989255,
43356.43171,895,0,63.55601287,
43356.43171,896,0,62.87022758,
43356.43171,897,0,62.41437292,
43356.43171,898,0,63.14992642,
43356.43171,899,0,64.46992135,
43029.12651,900,0,62.24992275,
43029.12651,901,0,62.64992762,
43029.12651,902,0,62.41991878,
42462.3419,903,0,62.0870595,
43029.12651,904,0,62.71992159,
43029.12651,905,0,61.94599438,
42462.34482,906,0,62.1164391,
43029.12651,907,0,62.81990623,
43029.12651,908,0,62.54992199,
43029.12651,909,0,62.19992614,
43029.12651,910,0,62.34992266,
43029.12651,911,0,63.2199204,
40999.45987,912,0,62.31992245,
43356.43171,913,0,63.45392346,
43356.43171,914,0,64.16993713,
40999.45987,915,0,62.3825314,
43356.43171,916,0,62.56080461,
43356.43171,917,0,63.18598366,
42462.3419,918,0,61.49647355,
43029.12651,919,0,62.0198946,
43029.12651,920,0,63.43992853,
40999.45987,921,0,62.09207058,
43356.43171,922,0,62.36992669,
43356.43171,923,0,62.57992268,
40999.45987,924,0,61.46744442,
43356.43171,925,0,62.60992146,
43356.43171,926,0,63.56593704,
43029.12651,927,0,62.75992131,
43029.12651,928,0,62.97992039,
43029.12651,929,0,61.59992409,
40999.45987,930,0,60.85992956,
43356.43171,931,0,62.86992264,
43356.43171,932,0,62.28992486,
40999.45987,933,0,61.84989691,
43356.43171,934,0,62.85992289,
43356.43171,935,0,62.50815988,
43029.12651,936,0,61.85694456,
43029.12651,937,0,62.52992082,
43029.12651,938,0,62.57992435,
40999.45987,939,0,62.52703285,
43356.43171,940,0,63.25992084,
43356.43171,941,0,62.44230509,
40999.45987,942,0,62.98596668,
43356.43171,943,0,62.45992494,
43356.43171,944,0,63.69211984,
43001.1961,945,0,62.56200433,
43001.1961,946,0,62.10992336,
43001.1961,947,0,62.85413957,
43001.1961,948,0,62.59992218,
43356.43171,949,0,62.30419493,
43356.43171,950,0,63.23989081,
43001.1961,951,0,62.41028023,
43356.43171,952,0,64.06988788,
43356.43171,953,0,62.04992175,
43002.26841,954,0,62.51023841,
43356.43171,955,0,62.3035512,
43356.43171,956,0,63.39992952,
43356.43171,957,0,64.7964704,
43356.43171,958,0,62.51989365,
43356.43171,959,0,63.35593009,
43356.43171,960,0,62.68992043,
43356.43171,961,0,62.47992277,
43356.43171,962,0,63.48991823,
43002.26841,963,0,62.76992202,
43356.43171,964,0,62.55992317,
43356.43171,965,0,62.78992271,
43356.43171,966,0,62.54992366,
43356.43171,967,0,62.96643734,
43356.43171,968,0,64.37531304,
43356.43171,969,0,62.27793264,
43356.43171,970,0,63.15821171,
43356.43171,971,0,63.92571378,
43002.26841,972,0,64.91874003,
43356.43171,973,0,66.32029605,
43356.43171,974,0,67.60833907,
43356.43171,975,0,65.77125025,
43356.43171,976,0,72.50593853,
43356.43171,977,0,67.25475335,
43356.43171,978,0,66.72771263,
43356.43171,979,0,64.84110427,
43356.43171,980,0,64.07882404,
43002.26841,981,0,62.3954134,
43356.43171,982,0,62.23482728,
43356.43171,983,0,61.91396594,
43356.43171,984,0,62.71601725,
43356.43171,985,0,64.24478507,
43356.43171,986,0,61.91433477,
43356.43171,987,0,62.63144588,
43356.43171,988,0,61.72457743,
43356.43171,989,0,61.98748064,
43001.1961,990,0,62.41371417,
43001.1961,991,0,62.30069661,
43001.1961,992,0,61.64658999,
43001.1961,993,0,62.38151336,
