value,value_fix,S1,ref_S,time
46819.44046,37441.45492,272,62,100.2108064
46819.44046,37441.45492,273,62,100.2108064
46819.44046,37441.45492,274,62,100.2108064
46819.44046,37441.45492,275,62,100.2108064
46819.44046,37441.45492,276,62,100.2108064
46819.44046,37441.45492,277,62,100.2108064
46819.44046,37441.45492,278,62,100.2108064
46819.44046,37441.45492,279,62,100.2108064
46819.44046,37441.45492,280,62,100.2108064
46819.44046,37441.45492,281,62,100.2108064
46819.44046,37441.45492,282,62,100.2108064
46819.44046,37441.45492,283,62,100.2108064
46819.44046,37441.45492,284,62,100.2108064
46819.44046,37441.45492,285,62,100.2108064
46819.44046,37441.45492,286,62,100.2108064
46819.44046,37441.45492,287,62,100.2108064
46819.44046,37441.45492,288,62,100.2108064
46819.44046,37441.45492,289,62,100.2108064
46819.44046,37441.45492,290,62,100.2108064
46819.44046,37441.45492,291,62,100.2108064
46819.44046,37441.45492,292,62,100.2108064
46819.44046,37441.45492,293,62,100.2108064
46819.44046,37441.45492,294,62,100.2108064
46819.44046,37441.45492,295,62,100.2108064
46819.44046,37441.45492,296,62,100.2108064
46818.96057,37441.45492,297,62,100.2108064
46818.96057,37441.45492,298,62,100.2108064
46818.96057,37441.45492,299,62,100.2108064
46818.96057,37441.45492,300,62,100.2108064
46818.96057,37441.45492,301,62,100.2108064
46818.96057,37441.45492,302,62,100.2108064
46818.96057,37441.45492,303,62,100.2108064
46818.96057,37441.45492,304,62,100.2108064
46818.96057,37441.45492,305,62,100.2108064
46818.96057,37441.45492,306,62,100.2108064
46818.96057,37441.45492,307,62,100.2108064
46818.96057,37441.45492,308,62,100.2108064
46818.96057,37441.45492,309,62,100.2108064
46818.96057,37441.45492,310,62,100.2108064
46818.96057,37441.45492,311,62,100.2108064
46818.96057,37441.45492,312,62,100.2108064
46818.96057,37441.45492,313,62,100.2108064
46818.96057,37441.45492,314,62,100.2108064
46818.96057,37441.45492,315,62,100.2108064
46818.96057,37441.45492,316,62,100.2108064
46818.96057,37441.45492,317,62,100.2108064
46818.96057,37441.45492,318,62,100.2108064
46818.96057,37441.45492,319,62,100.2108064
46818.96057,37441.45492,320,62,100.2108064
46818.96057,37441.45492,321,62,100.2108064
46818.96057,37441.45492,322,62,100.2108064
46818.96057,37441.45492,323,62,100.2108064
46466.43948,40506.70493,324,62,107.7990186
46466.43948,40506.70493,325,62,107.7990186
46464.17182,40506.70493,326,62,107.7990186
46466.43948,40506.70493,327,62,107.7990186
46466.43948,40506.70493,328,62,107.7990186
46464.14872,40506.70493,329,62,107.7990186
46466.43948,40506.70493,330,62,107.7990186
46466.43948,40506.70493,331,62,107.7990186
46464.14872,40506.70493,332,62,107.7990186
46424.88941,40506.70493,333,62,107.7990186
46424.16339,40506.70493,334,62,107.7990186
46417.32602,38775.63445,335,62,99.32266974
46424.76879,38775.63445,336,62,99.32266974
46424.16965,38775.63445,337,62,99.32266974
46417.32602,38775.63445,338,62,99.32266974
46424.76879,38775.63445,339,62,99.32266974
46424.16339,40506.70493,340,62,99.41902924
46417.32602,38775.63445,341,62,99.81557274
46423.49999,38775.63445,342,62,99.81557274
46422.74398,38775.63445,343,62,99.81557274
46415.90034,38775.63445,344,62,99.81557274
46423.49999,38775.63445,345,62,99.81557274
46422.74398,38775.63445,346,62,99.81557274
46415.90034,38775.63445,347,62,99.81557274
46423.49999,38775.63445,348,62,99.81557274
46422.60141,38775.63445,349,62,99.81557274
46415.90034,38775.63445,350,62,99.81557274
44845.03969,44707.312,351,62,98.37491941
44845.03969,44707.312,352,62,98.37491941
44845.03971,44707.312,353,62,98.37491941
44845.03971,44707.312,354,62,98.37491941
44845.03971,44707.312,355,62,98.37491941
44845.03969,44707.312,356,62,98.37491941
44845.03971,44707.312,357,62,98.37491941
44845.03971,44707.312,358,62,98.37491941
44845.03969,44707.312,359,62,98.37491941
44739.26981,45110.67326,360,62,97.34040666
44739.26981,45110.67326,361,62,97.34040666
44739.26981,45110.67326,362,62,97.34040666
44739.12632,45110.67326,363,62,97.34040666
44739.12631,45110.67326,364,62,97.34040666
44739.12632,45110.67326,365,62,97.34040666
44739.26981,45110.67326,366,62,97.34040666
44739.26981,45110.67326,367,62,97.34040666
44739.26981,45110.67326,368,62,97.34040666
44737.83481,45110.67326,369,62,97.34040666
44737.83479,45110.67326,370,62,97.34040666
44737.83481,45110.67326,371,62,97.34040666
44737.69131,45110.67326,372,62,97.34040666
44737.69129,45110.67326,373,62,97.34040666
44737.69131,45110.67326,374,62,97.34040666
44737.83481,45110.67326,375,62,97.34040666
44737.83479,45110.67326,376,62,97.34040666
44737.83481,45110.67326,377,62,97.34040666
44784.08774,44719.79272,378,62,99.30902982
44784.08774,44719.79272,379,62,99.30902982
44784.08774,44719.79272,380,62,99.30902982
44784.08774,44719.79272,381,62,99.30902982
44784.08774,44719.79272,382,62,99.30902982
44784.08774,44719.79272,383,62,99.30902982
44784.08774,44719.79272,384,62,99.30902982
44784.08774,44719.79272,385,62,99.30902982
44784.08774,44719.79272,386,62,99.30902982
44676.0493,45152.68644,387,62,98.33883953
44676.0493,45152.68644,388,62,98.33883953
44676.0493,45152.68644,389,62,98.33883953
44676.0493,45152.68644,390,62,98.33883953
44676.0493,45152.68644,391,62,98.33883953
44676.0493,45152.68644,392,62,98.33883953
44676.0493,45152.68644,393,62,98.33883953
44676.0493,45152.68644,394,62,98.33883953
44676.0493,45152.68644,395,62,98.33883953
44674.61427,45152.68644,396,62,98.33883953
44674.61427,45152.68644,397,62,98.33883953
44674.61427,45152.68644,398,62,98.33883953
44674.47079,45152.68644,399,62,98.33883953
44674.47079,45152.68644,400,62,98.33883953
44674.47079,45152.68644,401,62,98.33883953
44674.61427,45152.68644,402,62,98.33883953
44674.61427,45152.68644,403,62,98.33883953
44674.61427,45152.68644,404,62,98.33883953
46463.213,40506.70493,405,62,97.75591278
46463.213,40506.70493,406,62,97.75591278
46460.76959,40506.70493,407,62,97.75591278
46463.213,40506.70493,408,62,97.75591278
46463.213,40506.70493,409,62,97.75591278
46460.7927,40506.70493,410,62,97.75591278
46463.20728,40506.70493,411,62,97.75591278
46463.213,40506.70493,412,62,97.75591278
46460.76959,40506.70493,413,62,97.75591278
46421.66293,40506.70493,414,62,97.75591278
46420.78426,40506.70493,415,62,97.75591278
46413.94689,38775.63445,416,62,97.7827251
46421.54231,38775.63445,417,62,97.7827251
46420.78426,40506.70493,418,62,97.07302856
46413.94689,38775.63445,419,62,97.20288897
46421.54231,38775.63445,420,62,97.20288897
46420.78426,40506.70493,421,62,98.22313023
46413.94689,38775.63445,422,62,97.63152575
46420.27351,38775.63445,423,62,97.63152575
46419.35858,40506.70493,424,62,97.34967399
46412.52122,38722.7728,425,62,97.95247245
46420.27351,38722.7728,426,62,97.95247245
46419.35858,40506.70493,427,62,98.61831355
46412.52122,38722.7728,428,62,102.0047872
46420.27351,38722.7728,429,62,102.0047872
46419.22228,38722.7728,430,62,102.0047872
46412.52122,38722.7728,431,62,102.0047872
44781.18394,44719.79272,432,62,100.9780056
44781.18394,44719.79272,433,62,100.9780056
44781.18394,44719.79272,434,62,100.9780056
44781.18396,44719.79272,435,62,100.9780056
44781.18396,44719.79272,436,62,100.9780056
44781.18394,44719.79272,437,62,100.9780056
44781.18396,44719.79272,438,62,100.9780056
44781.18396,44719.79272,439,62,100.9780056
44781.18394,44719.79272,440,62,100.9780056
44673.1455,45152.68644,441,62,98.14743686
44673.1455,45152.68644,442,62,98.14743686
44673.1455,45152.68644,443,62,98.14743686
44673.14552,45152.68644,444,62,98.14743686
44673.1455,45152.68644,445,62,98.14743686
44673.14552,45152.68644,446,62,98.14743686
44673.1455,45152.68644,447,62,98.14743686
44673.1455,45152.68644,448,62,98.14743686
44673.1455,45152.68644,449,62,98.14743686
44671.71051,45152.68644,450,62,98.14743686
44671.71049,45152.68644,451,62,98.14743686
44671.71051,45152.68644,452,62,98.14743686
44671.71051,45152.68644,453,62,98.14743686
44671.71049,45152.68644,454,62,98.14743686
44671.71051,45152.68644,455,62,98.14743686
44671.71051,45152.68644,456,62,98.14743686
44671.71049,45152.68644,457,62,98.14743686
44671.71051,45152.68644,458,62,98.14743686
44720.23197,44684.61695,459,62,99.80459356
44720.23197,44684.61695,460,62,99.80459356
44720.23197,44684.61695,461,62,99.80459356
44720.23198,44684.61695,462,62,99.80459356
44720.23198,44684.61695,463,62,99.80459356
44720.23198,44684.61695,464,62,99.80459356
44720.23198,44684.61695,465,62,99.80459356
44720.23198,44684.61695,466,62,99.80459356
44720.23198,44684.61695,467,62,99.80459356
44609.92499,45168.06697,468,62,99.95504665
44609.92499,45168.06697,469,62,99.95504665
44609.92499,45168.06697,470,62,99.95504665
44609.92499,45168.06697,471,62,99.95504665
44609.92498,45168.06697,472,62,99.95504665
44609.92499,45168.06697,473,62,99.95504665
44609.92499,45168.06697,474,62,99.95504665
44609.92499,45168.06697,475,62,99.95504665
44609.92499,45168.06697,476,62,99.95504665
44608.48998,45168.06697,477,62,99.95504665
44608.48998,45168.06697,478,62,99.95504665
44608.48998,45168.06697,479,62,99.95504665
44608.48998,45168.06697,480,62,99.95504665
44608.48998,45168.06697,481,62,99.95504665
44608.48998,45168.06697,482,62,99.95504665
44608.48998,45168.06697,483,62,99.95504665
44608.48998,45168.06697,484,62,99.95504665
44608.48998,45168.06697,485,62,99.95504665
46822.05994,37441.45492,486,62,98.92980456
46822.05994,37441.45492,487,62,98.92980456
46822.05994,37441.45492,488,62,98.92980456
46822.05994,37441.45492,489,62,98.92980456
46822.05994,37441.45492,490,62,98.92980456
46822.05994,37441.45492,491,62,98.92980456
46822.05994,37441.45492,492,62,98.92980456
46822.05994,37441.45492,493,62,98.92980456
46822.05994,37441.45492,494,62,98.92980456
46822.05994,37441.45492,495,62,98.92980456
46822.05994,37441.45492,496,62,98.92980456
46822.05994,37441.45492,497,62,98.92980456
46822.05994,37441.45492,498,62,98.92980456
46822.05994,37441.45492,499,62,98.92980456
46822.05994,37441.45492,500,62,98.92980456
46822.05994,37441.45492,501,62,98.92980456
46822.05994,37441.45492,502,62,98.92980456
46822.05994,37441.45492,503,62,98.92980456
46822.05994,37441.45492,504,62,98.92980456
46822.05994,37441.45492,505,62,98.92980456
46822.05994,37441.45492,506,62,98.92980456
46822.05994,37441.45492,507,62,98.92980456
46822.05994,37441.45492,508,62,98.92980456
46822.05994,37441.45492,509,62,98.92980456
46822.05994,37441.45492,510,62,98.92980456
46822.05994,37441.45492,511,62,98.92980456
46822.05994,37441.45492,512,62,98.92980456
46816.01193,37441.45492,513,62,98.92980456
46816.01193,37441.45492,514,62,98.92980456
46816.01193,37441.45492,515,62,98.92980456
46816.01193,37441.45492,516,62,98.92980456
46816.01193,37441.45492,517,62,98.92980456
46816.01193,37441.45492,518,62,98.92980456
46816.01193,37441.45492,519,62,98.92980456
46816.01193,37441.45492,520,62,98.92980456
46816.01193,37441.45492,521,62,98.92980456
46816.01193,37441.45492,522,62,98.92980456
46816.01193,37441.45492,523,62,98.92980456
46816.01193,37441.45492,524,62,98.92980456
46816.01193,37441.45492,525,62,98.92980456
46816.01193,37441.45492,526,62,98.92980456
46816.01193,37441.45492,527,62,98.92980456
46816.01193,37441.45492,528,62,98.92980456
46816.01193,37441.45492,529,62,98.92980456
46816.01193,37441.45492,530,62,98.92980456
46816.01193,37441.45492,531,62,98.92980456
46816.01193,37441.45492,532,62,98.92980456
46816.01193,37441.45492,533,62,98.92980456
46816.01193,37441.45492,534,62,98.92980456
46816.01193,37441.45492,535,62,98.92980456
46816.01193,37441.45492,536,62,98.92980456
46816.01193,37441.45492,537,62,98.92980456
46816.01193,37441.45492,538,62,98.92980456
46816.01193,37441.45492,539,62,98.92980456
46815.53204,37441.45492,540,62,98.92980456
46815.53204,37441.45492,541,62,98.92980456
46815.53204,37441.45492,542,62,98.92980456
46815.53204,37441.45492,543,62,98.92980456
46815.53204,37441.45492,544,62,98.92980456
46815.53204,37441.45492,545,62,98.92980456
46815.53204,37441.45492,546,62,98.92980456
46815.53204,37441.45492,547,62,98.92980456
46815.53204,37441.45492,548,62,98.92980456
46815.53204,37441.45492,549,62,98.92980456
46815.53204,37441.45492,550,62,98.92980456
46815.53204,37441.45492,551,62,98.92980456
46815.53204,37441.45492,552,62,98.92980456
46815.53204,37441.45492,553,62,98.92980456
46815.53204,37441.45492,554,62,98.92980456
46815.53204,37441.45492,555,62,98.92980456
46815.53204,37441.45492,556,62,98.92980456
46815.53204,37441.45492,557,62,98.92980456
46815.53204,37441.45492,558,62,98.92980456
46815.53204,37441.45492,559,62,98.92980456
46815.53204,37441.45492,560,62,98.92980456
46815.53204,37441.45492,561,62,98.92980456
46815.53204,37441.45492,562,62,98.92980456
46815.53204,37441.45492,563,62,98.92980456
46815.53204,37441.45492,564,62,98.92980456
46815.53204,37441.45492,565,62,98.92980456
46815.53204,37441.45492,566,62,98.92980456
46460.60289,40506.70493,567,62,101.9827158
46460.60289,40506.70493,568,62,101.9827158
46457.83677,40506.70493,569,62,101.9827158
46460.60289,40506.70493,570,62,101.9827158
46460.60289,40506.70493,571,62,101.9827158
46457.83677,40506.70493,572,62,101.9827158
46460.60289,40506.70493,573,62,101.9827158
46460.60289,40506.70493,574,62,101.9827158
46457.83677,40506.70493,575,62,101.9827158
46421.54231,38884.18446,576,62,98.37501478
46420.64796,38884.18446,577,62,98.37501478
46413.94689,38884.18446,578,62,98.37501478
46421.66919,38884.18446,579,62,98.37501478
46420.79053,38884.18446,580,62,98.37501478
46414.08946,40085.7127,581,62,98.09095407
46421.54231,38884.18446,582,62,98.62929916
46420.64796,38884.18446,583,62,98.62929916
46413.94689,38884.18446,584,62,98.62929916
46420.27351,38884.18446,585,62,98.62929916
46419.22228,38884.18446,586,62,98.62929916
46412.52122,38884.18446,587,62,98.62929916
46420.40039,38884.18446,588,62,98.62929916
46419.36485,39184.68974,589,62,97.76522708
46412.66379,40085.7127,590,62,98.09580445
46420.27351,38831.43253,591,62,98.89920878
46419.22228,38831.43253,592,62,98.89920878
46412.52122,38831.43253,593,62,98.89920878
44778.25112,44719.79272,594,62,99.54723191
44778.25114,44719.79272,595,62,99.54723191
44778.25114,44719.79272,596,62,99.54723191
44778.25114,44719.79272,597,62,99.54723191
44778.25114,44719.79272,598,62,99.54723191
44778.25114,44719.79272,599,62,99.54723191
44778.25112,44719.79272,600,62,99.54723191
44778.25114,44719.79272,601,62,99.54723191
44778.25114,44719.79272,602,62,99.54723191
44673.14552,45152.68644,603,62,98.61941385
44673.14552,45152.68644,604,62,98.61941385
44673.14552,45152.68644,605,62,98.61941385
44673.14552,45152.68644,606,62,98.61941385
44673.14552,45152.68644,607,62,98.61941385
44673.14552,45152.68644,608,62,98.61941385
44673.14552,45152.68644,609,62,98.61941385
44673.14552,45152.68644,610,62,98.61941385
44673.14552,45152.68644,611,62,98.61941385
44671.71051,45152.68644,612,62,98.61941385
44671.71051,45152.68644,613,62,98.61941385
44671.71051,45152.68644,614,62,98.61941385
44671.71051,45152.68644,615,62,98.61941385
44671.71051,45152.68644,616,62,98.61941385
44671.71051,45152.68644,617,62,98.61941385
44671.71051,45152.68644,618,62,98.61941385
44671.71051,45152.68644,619,62,98.61941385
44671.71051,45152.68644,620,62,98.61941385
44717.29915,44684.61695,621,62,101.9778743
44717.29916,44684.61695,622,62,101.9778743
44717.29916,44684.61695,623,62,101.9778743
44717.29916,44684.61695,624,62,101.9778743
44717.29916,44684.61695,625,62,101.9778743
44717.29916,44684.61695,626,62,101.9778743
44717.29915,44684.61695,627,62,101.9778743
44717.29916,44684.61695,628,62,101.9778743
44717.29916,44684.61695,629,62,101.9778743
44609.92499,45168.06697,630,62,97.60767293
44609.92499,45168.06697,631,62,97.60767293
44609.92499,45168.06697,632,62,97.60767293
44609.92499,45168.06697,633,62,97.60767293
44609.92499,45168.06697,634,62,97.60767293
44609.92499,45168.06697,635,62,97.60767293
