value,value_fix,S1,ref_S,time
44609.92499,45168.06697,636,62,97.60767293
44609.92499,45168.06697,637,62,97.60767293
44609.92499,45168.06697,638,62,97.60767293
44608.34648,45168.06697,639,62,97.60767293
44608.34648,45168.06697,640,62,97.60767293
44608.34648,45168.06697,641,62,97.60767293
44608.48998,45168.06697,642,62,97.60767293
44608.48998,45168.06697,643,62,97.60767293
44608.48998,45168.06697,644,62,97.60767293
44608.34648,45168.06697,645,62,97.60767293
44608.34648,45168.06697,646,62,97.60767293
44608.34648,45168.06697,647,62,97.60767293
46457.37641,40506.70493,648,62,98.91253734
46457.37641,40506.70493,649,62,98.91253734
46454.45765,40506.70493,650,62,98.91253734
46457.37641,40506.70493,651,62,98.91253734
46457.37641,40506.70493,652,62,98.91253734
46454.45765,40506.70493,653,62,98.91253734
46457.37641,40506.70493,654,62,98.91253734
46457.37641,40506.70493,655,62,98.91253734
46454.45765,40506.70493,656,62,98.91253734
46418.31583,38884.18446,657,62,98.49036765
46417.26883,38884.18446,658,62,98.49036765
46410.56777,38884.18446,659,62,98.49036765
46418.44271,38884.18446,660,62,98.49036765
46417.4114,39235.98014,661,62,99.5717299
46410.71034,40085.7127,662,62,98.71810174
46418.31583,38884.18446,663,62,99.47508025
46417.26883,38884.18446,664,62,99.47508025
46410.56777,38884.18446,665,62,99.47508025
46417.17391,38884.18446,666,62,99.47508025
46415.98573,39235.98014,667,62,99.38741946
46409.28466,40085.7127,668,62,98.73650193
46417.17391,38836.70995,669,62,99.45602226
46415.98573,39235.98014,670,62,98.82265115
46409.28466,40085.7127,671,62,98.87337708
46417.17391,38836.70995,672,62,98.86441612
46415.98573,39235.98014,673,62,99.96197557
46409.28466,40085.7127,674,62,98.76155138
44714.39537,44684.61695,675,62,102.5139556
44714.39539,44684.61695,676,62,102.5139556
44714.39539,44684.61695,677,62,102.5139556
44714.39539,44684.61695,678,62,102.5139556
44714.39539,44684.61695,679,62,102.5139556
44714.39539,44684.61695,680,62,102.5139556
44714.39537,44684.61695,681,62,102.5139556
44714.39539,44684.61695,682,62,102.5139556
44714.39539,44684.61695,683,62,102.5139556
44606.87771,45168.06697,684,62,101.7235012
44606.87771,45168.06697,685,62,101.7235012
44606.87771,45168.06697,686,62,101.7235012
44607.02121,45168.06697,687,62,101.7235012
44607.02121,45168.06697,688,62,101.7235012
44607.02121,45168.06697,689,62,101.7235012
44607.02121,45168.06697,690,62,101.7235012
44607.02121,45168.06697,691,62,101.7235012
44607.02121,45168.06697,692,62,101.7235012
44605.5862,45168.06697,693,62,101.7235012
44605.5862,45168.06697,694,62,101.7235012
44605.5862,45168.06697,695,62,101.7235012
44605.4427,45168.06697,696,62,101.7235012
44605.4427,45168.06697,697,62,101.7235012
44605.4427,45168.06697,698,62,101.7235012
44605.5862,45168.06697,699,62,101.7235012
44605.5862,45168.06697,700,62,101.7235012
44605.5862,45168.06697,701,62,101.7235012
44653.44339,44625.49789,702,62,103.5085051
44653.44341,44625.49789,703,62,103.5085051
44653.44341,44625.49789,704,62,103.5085051
44653.44341,44625.49789,705,62,103.5085051
44653.44341,44625.49789,706,62,103.5085051
44653.44341,44625.49789,707,62,103.5085051
44653.44339,44625.49789,708,62,103.5085051
44653.44341,44625.49789,709,62,103.5085051
44653.44341,44625.49789,710,62,103.5085051
44543.65719,45169.99771,711,62,97.41228986
44543.65719,45169.99771,712,62,97.41228986
44543.65719,45169.99771,713,62,97.41228986
44543.80069,45169.99771,714,62,97.41228986
44543.80069,45169.99771,715,62,97.41228986
44543.80069,45169.99771,716,62,97.41228986
44543.80069,45169.99771,717,62,97.41228986
44543.80069,45169.99771,718,62,97.41228986
44543.80069,45169.99771,719,62,97.41228986
44542.36568,45169.99771,720,62,97.41228986
44542.36568,45169.99771,721,62,97.41228986
44542.36568,45169.99771,722,62,97.41228986
44542.22217,45169.99771,723,62,97.41228986
44542.22217,45169.99771,724,62,97.41228986
44542.22217,45169.99771,725,62,97.41228986
44542.36568,45169.99771,726,62,97.41228986
44542.36568,45169.99771,727,62,97.41228986
44542.36568,45169.99771,728,62,97.41228986
