run,Final Value,Q1_0,Q2_0,Q3_0
720,44542.24184789113,0.0,56.9999999999979,13.533333333337177
721,44542.24184789113,0.0,56.9999999999979,13.533333333337177
723,44542.24184789113,0.0,56.9999999999979,0.0
726,44542.24184789113,0.0,56.9999999999979,13.533333333337177
727,44542.24184789113,0.0,56.9999999999979,13.533333333337177
722,44542.24184789139,0.0,56.9999999999979,0.0
724,44542.24184789139,0.0,56.9999999999979,0.0
725,44542.24184789139,0.0,56.9999999999979,0.0
728,44542.24184789139,0.0,56.9999999999979,0.0
711,44543.67692923049,0.0,56.9999999999979,0.0
714,44543.67692923049,0.0,56.9999999999979,0.0
717,44543.67692923049,0.0,56.9999999999979,0.0
712,44543.676929230496,0.0,56.9999999999979,0.0
718,44543.676929230496,0.0,56.9999999999979,0.0
719,44543.676929230496,0.0,56.9999999999979,0.0
713,44543.67692923075,0.0,56.9999999999979,0.0
715,44543.67692923075,0.0,56.9999999999979,0.0
716,44543.67692923075,0.0,56.9999999999979,0.0
693,44605.465229352325,0.0,56.9999999999979,13.06666666667051
699,44605.465229352325,0.0,56.9999999999979,13.06666666667051
694,44605.46522935233,0.0,56.9999999999979,13.06666666667051
696,44605.46522935233,0.0,56.9999999999979,0.0
700,44605.46522935233,0.0,56.9999999999979,13.06666666667051
695,44605.46522935259,0.0,56.9999999999979,13.06666666667051
698,44605.46522935259,0.0,56.9999999999979,0.0
701,44605.46522935259,0.0,56.9999999999979,13.06666666667051
697,44605.465229352594,0.0,56.9999999999979,0.0
684,44606.900310691686,0.0,56.9999999999979,13.06666666667051
690,44606.900310691686,0.0,56.9999999999979,13.06666666667051
685,44606.90031069169,0.0,56.9999999999979,13.06666666667051
687,44606.90031069169,0.0,56.9999999999979,0.0
691,44606.90031069169,0.0,56.9999999999979,13.06666666667051
692,44606.90031069169,0.0,56.9999999999979,13.06666666667051
686,44606.90031069195,0.0,56.9999999999979,13.06666666667051
688,44606.900310691955,0.0,56.9999999999979,0.0
689,44606.900310691955,0.0,56.9999999999979,0.0
477,44608.36914633526,0.0,57.9999999999979,0.0
478,44608.36914633526,0.0,57.9999999999979,0.0
480,44608.36914633526,0.0,57.9999999999979,0.0
483,44608.36914633526,0.0,57.9999999999979,0.0
484,44608.36914633526,0.0,57.9999999999979,0.0
639,44608.36914633526,0.0,56.9999999999979,0.0
640,44608.36914633526,0.0,56.9999999999979,0.0
642,44608.36914633526,0.0,56.9999999999979,0.0
645,44608.36914633526,0.0,56.9999999999979,0.0
646,44608.36914633526,0.0,56.9999999999979,0.0
479,44608.36914633551,0.0,57.9999999999979,0.0
482,44608.36914633551,0.0,57.9999999999979,0.0
485,44608.36914633551,0.0,57.9999999999979,0.0
481,44608.36914633552,0.0,57.9999999999979,0.0
641,44608.36914633552,0.0,56.9999999999979,0.0
643,44608.36914633552,0.0,56.9999999999979,0.0
644,44608.36914633552,0.0,56.9999999999979,0.0
647,44608.36914633552,0.0,56.9999999999979,0.0
468,44609.80422767462,0.0,57.9999999999979,0.0
474,44609.80422767462,0.0,57.9999999999979,0.0
469,44609.80422767463,0.0,57.9999999999979,0.0
475,44609.80422767463,0.0,57.9999999999979,0.0
476,44609.80422767463,0.0,57.9999999999979,0.0
630,44609.80422767463,0.0,56.9999999999979,0.0
631,44609.80422767463,0.0,56.9999999999979,0.0
636,44609.80422767463,0.0,56.9999999999979,0.0
637,44609.80422767463,0.0,56.9999999999979,0.0
638,44609.80422767463,0.0,56.9999999999979,0.0
471,44609.80422767473,0.0,57.9999999999979,0.0
633,44609.80422767481,0.0,56.9999999999979,0.0
470,44609.804227674875,0.0,57.9999999999979,0.0
473,44609.804227674875,0.0,57.9999999999979,0.0
632,44609.804227674875,0.0,56.9999999999979,0.0
634,44609.804227674875,0.0,56.9999999999979,0.0
635,44609.804227674875,0.0,56.9999999999979,0.0
472,44609.80422767489,0.0,57.9999999999979,0.0
705,44653.41254736878,0.0,56.9999999999979,13.533333333337188
702,44653.41254736879,0.0,56.9999999999979,13.533333333337177
708,44653.41254736879,0.0,56.9999999999979,13.533333333337177
703,44653.412547369044,0.0,56.9999999999979,13.533333333337177
704,44653.412547369044,0.0,56.9999999999979,13.533333333337177
709,44653.412547369044,0.0,56.9999999999979,13.533333333337177
710,44653.412547369044,0.0,56.9999999999979,13.533333333337177
706,44653.41254736905,0.0,56.9999999999979,13.533333333337172
707,44653.41254736905,0.0,56.9999999999979,13.533333333337172
450,44671.592527796456,0.0,57.9999999999979,0.0
451,44671.592527796456,0.0,57.9999999999979,0.0
456,44671.592527796456,0.0,57.9999999999979,0.0
457,44671.592527796456,0.0,57.9999999999979,0.0
458,44671.592527796456,0.0,57.9999999999979,0.0
612,44671.592527796456,0.0,56.9999999999979,12.600000000003844
615,44671.592527796456,0.0,56.9999999999979,0.0
618,44671.592527796456,0.0,56.9999999999979,12.600000000003844
613,44671.59252779646,0.0,56.9999999999979,12.600000000003844
619,44671.59252779646,0.0,56.9999999999979,12.600000000003844
620,44671.59252779646,0.0,56.9999999999979,12.600000000003844
453,44671.59252779647,0.0,57.9999999999979,0.0
